stn,time,tre200dx,tre200dn,tre200j0
CGI,20011215,-5.6,-9.2,-7.2
CGI,20011216,-0.7,-7.0,-2.9
CGI,20011217,0.3,-3.8,-1.4
CGI,20011218,-0.8,-4.9,-2.0
CGI,20011219,-1.2,-5.4,-2.1
CGI,20011220,2.9,-4.0,-0.2
CGI,20011221,1.0,-6.3,-1.7
CGI,20011222,1.7,-2.0,-0.3
CGI,20011223,0.6,-4.6,-1.5
CGI,20011224,-2.6,-9.2,-4.8
CGI,20011225,2.4,-4.2,0.3
CGI,20011226,2.7,-4.3,0.7
CGI,20011227,0.3,-7.5,-2.4
CGI,20011228,4.5,-0.1,3.3
CGI,20011229,8.1,3.8,6.3
CGI,20011230,6.1,-1.9,2.3
CGI,20011231,2.1,-2.6,0.6
CGI,20020101,0.2,-5.9,-1.5
CGI,20020102,0.1,-7.4,-2.8
CGI,20020103,-0.1,-6.9,-2.4
CGI,20020104,1.3,-4.1,-0.7
CGI,20020105,-0.2,-5.2,-1.4
CGI,20020106,-0.6,-3.6,-1.4
CGI,20020107,0.7,-4.6,-1.2
CGI,20020108,1.0,-4.1,-0.5
CGI,20020109,-0.7,-3.1,-2.2
CGI,20020110,-1.5,-2.5,-1.9
CGI,20020111,-0.9,-3.5,-2.2
CGI,20020112,2.2,-3.2,-0.4
CGI,20020113,0.8,-3.7,-0.9
CGI,20020114,-0.5,-2.0,-1.2
CGI,20020115,-1.2,-2.5,-1.9
CGI,20020116,1.2,-1.5,0.3
CGI,20020117,2.8,-3.1,1.1
CGI,20020118,2.5,-3.0,1.0
CGI,20020119,3.5,-3.7,0.6
CGI,20020120,7.4,0.5,4.1
CGI,20020121,7.9,-0.3,4.5
CGI,20020122,7.3,-0.2,5.1
CGI,20020123,7.7,-1.2,3.9
CGI,20020124,7.4,4.5,5.9
CGI,20020125,9.8,2.4,6.5
CGI,20020126,12.3,4.3,9.4
CGI,20020127,12.8,6.9,7.7
CGI,20020128,13.7,4.5,9.9
CGI,20020129,9.2,1.1,5.7
CGI,20020130,10.9,0.9,6.9
CGI,20020131,11.1,3.7,8.7
CGI,20020201,12.1,3.0,9.0
CGI,20020202,11.2,0.2,6.8
CGI,20020203,13.7,-0.3,8.3
CGI,20020204,11.3,4.7,8.7
CGI,20020205,11.3,6.2,9.5
CGI,20020206,6.8,4.3,5.0
CGI,20020207,9.0,0.9,7.0
CGI,20020208,7.1,1.3,5.6
CGI,20020209,11.9,2.7,8.4
CGI,20020210,8.1,5.4,6.9
CGI,20020211,13.3,3.1,8.6
CGI,20020212,15.2,4.6,11.3
CGI,20020213,13.5,6.0,10.5
CGI,20020214,9.0,5.8,7.6
CGI,20020215,5.9,2.9,4.0
CGI,20020216,7.2,0.4,4.5
CGI,20020217,7.7,-1.4,4.2
CGI,20020218,9.4,-1.2,4.9
CGI,20020219,7.6,-0.4,4.9
CGI,20020220,5.4,3.3,4.1
CGI,20020221,5.8,-1.5,2.8
CGI,20020222,3.7,-3.5,1.2
CGI,20020223,7.5,3.6,6.6
CGI,20020224,6.4,1.8,4.8
CGI,20020225,8.8,1.1,6.5
CGI,20020226,10.3,6.2,8.8
CGI,20020227,10.2,7.6,9.4
CGI,20020228,9.6,4.7,8.1
CGI,20020301,6.7,0.5,4.8
CGI,20020302,4.3,0.3,3.1
CGI,20020303,7.7,1.5,5.5
CGI,20020304,7.4,-0.4,5.0
CGI,20020305,7.6,-0.4,4.7
CGI,20020306,11.6,3.3,8.5
CGI,20020307,12.8,4.7,9.5
CGI,20020308,16.0,4.7,12.8
CGI,20020309,14.9,2.3,10.3
CGI,20020310,13.5,3.0,10.7
CGI,20020311,14.4,1.3,9.8
CGI,20020312,14.9,3.5,11.3
CGI,20020313,16.4,3.2,12.6
CGI,20020314,11.4,5.0,9.3
CGI,20020315,10.3,3.5,8.0
CGI,20020316,11.8,1.5,8.8
CGI,20020317,14.4,3.0,10.5
CGI,20020318,15.9,6.9,12.9
CGI,20020319,14.0,9.6,11.8
CGI,20020320,15.7,11.2,13.7
CGI,20020321,18.6,9.3,15.1
CGI,20020322,13.3,8.5,12.1
CGI,20020323,11.0,3.5,8.7
CGI,20020324,8.4,2.2,6.2
CGI,20020325,8.2,0.6,5.5
CGI,20020326,9.7,-1.4,6.0
CGI,20020327,10.6,0.0,7.0
CGI,20020328,11.6,-0.9,7.0
CGI,20020329,13.2,-0.2,9.5
CGI,20020330,9.9,1.3,7.7
CGI,20020331,14.1,0.3,9.9
CGI,20020401,16.3,1.9,11.9
CGI,20020402,17.7,2.8,13.3
CGI,20020403,18.7,4.2,14.5
CGI,20020404,18.7,3.3,14.5
CGI,20020405,16.8,5.5,13.6
CGI,20020406,13.0,5.0,10.2
CGI,20020407,8.3,4.3,6.6
CGI,20020408,9.5,6.0,8.2
CGI,20020409,14.5,6.1,11.6
CGI,20020410,11.7,4.4,8.8
CGI,20020411,16.8,6.0,12.9
CGI,20020412,16.2,6.6,12.8
CGI,20020413,10.6,6.7,9.5
CGI,20020414,7.2,1.9,6.7
CGI,20020415,9.5,0.5,7.4
CGI,20020416,10.9,0.1,8.2
CGI,20020417,13.2,4.4,10.4
CGI,20020418,15.2,1.7,11.8
CGI,20020419,15.3,4.1,12.2
CGI,20020420,13.5,4.3,10.8
CGI,20020421,15.8,6.9,12.4
CGI,20020422,18.0,3.7,14.3
CGI,20020423,21.0,7.5,16.8
CGI,20020424,20.0,10.8,17.1
CGI,20020425,21.3,8.8,18.2
CGI,20020426,19.5,9.1,15.3
CGI,20020427,14.8,5.5,12.1
CGI,20020428,19.0,1.9,15.0
CGI,20020429,14.5,7.9,12.5
CGI,20020430,20.5,4.2,15.3
CGI,20020501,13.5,8.1,11.0
CGI,20020502,8.5,6.7,7.7
CGI,20020503,8.6,4.5,7.5
CGI,20020504,7.6,4.2,6.3
CGI,20020505,9.4,4.8,8.2
CGI,20020506,15.2,3.0,11.8
CGI,20020507,18.1,6.4,15.1
CGI,20020508,15.7,7.4,14.1
CGI,20020509,16.7,7.4,13.1
CGI,20020510,18.6,5.7,13.9
CGI,20020511,16.1,10.7,13.6
CGI,20020512,15.1,8.4,13.1
CGI,20020513,18.8,7.6,15.2
CGI,20020514,22.2,9.6,19.6
CGI,20020515,22.4,7.3,18.4
CGI,20020516,24.6,8.7,20.4
CGI,20020517,26.5,10.5,22.6
CGI,20020518,17.5,11.1,13.6
CGI,20020519,18.2,9.3,15.5
CGI,20020520,20.3,7.5,17.0
CGI,20020521,25.2,9.6,20.5
CGI,20020522,20.2,11.8,17.1
CGI,20020523,13.6,9.3,10.8
CGI,20020524,19.3,6.8,16.0
CGI,20020525,15.7,7.1,12.5
CGI,20020526,17.6,5.9,14.5
CGI,20020527,12.4,8.0,10.7
CGI,20020528,17.1,7.9,14.1
CGI,20020529,17.7,10.7,15.0
CGI,20020530,21.4,8.4,17.8
CGI,20020531,23.5,9.1,20.1
CGI,20020601,24.1,10.1,20.5
CGI,20020602,26.2,12.0,22.5
CGI,20020603,22.0,13.2,18.5
CGI,20020604,22.5,12.3,20.2
CGI,20020605,21.3,12.1,18.0
CGI,20020606,21.0,11.3,16.9
CGI,20020607,17.2,11.2,15.2
CGI,20020608,18.0,10.0,15.6
CGI,20020609,18.4,12.3,15.8
CGI,20020610,16.8,7.9,15.0
CGI,20020611,20.9,6.8,17.8
CGI,20020612,26.0,8.3,20.5
CGI,20020613,28.4,14.1,25.5
CGI,20020614,28.8,13.4,24.7
CGI,20020615,31.2,15.8,27.4
CGI,20020616,28.8,18.5,25.7
CGI,20020617,30.0,15.8,26.8
CGI,20020618,33.1,17.2,28.7
CGI,20020619,31.4,16.9,27.7
CGI,20020620,30.8,19.4,28.0
CGI,20020621,31.3,17.9,27.4
CGI,20020622,31.2,18.2,27.6
CGI,20020623,33.7,17.5,29.1
CGI,20020624,25.9,18.8,23.0
CGI,20020625,25.8,15.2,23.3
CGI,20020626,26.7,14.2,23.7
CGI,20020627,28.1,14.5,25.0
CGI,20020628,21.5,10.9,19.1
CGI,20020629,21.9,9.1,19.2
CGI,20020630,23.6,10.3,20.3
CGI,20020701,27.0,11.0,23.5
CGI,20020702,21.6,17.0,19.5
CGI,20020703,21.7,10.8,19.3
CGI,20020704,20.4,12.0,17.8
CGI,20020705,24.6,8.6,19.7
CGI,20020706,20.3,14.5,17.5
CGI,20020707,24.3,13.6,21.0
CGI,20020708,28.3,12.6,24.3
CGI,20020709,29.4,15.1,24.8
CGI,20020710,21.7,13.4,18.4
CGI,20020711,24.9,10.5,21.0
CGI,20020712,26.2,12.4,22.6
CGI,20020713,20.4,14.1,17.2
CGI,20020714,23.2,13.7,20.8
CGI,20020715,24.0,17.2,21.1
CGI,20020716,22.4,16.1,19.6
CGI,20020717,18.8,14.7,17.5
CGI,20020718,22.7,13.4,20.4
CGI,20020719,25.0,13.1,21.1
CGI,20020720,28.0,12.6,23.6
CGI,20020721,24.2,17.2,20.2
CGI,20020722,24.5,14.1,22.0
CGI,20020723,27.3,12.2,22.4
CGI,20020724,23.2,15.2,21.1
CGI,20020725,23.1,12.8,20.2
CGI,20020726,24.1,13.7,21.3
CGI,20020727,27.1,14.7,23.5
CGI,20020728,28.7,15.1,25.0
CGI,20020729,29.9,16.8,26.7
CGI,20020730,29.8,16.9,25.7
CGI,20020731,21.7,13.9,19.6
CGI,20020801,19.9,11.3,16.9
CGI,20020802,23.2,10.5,19.3
CGI,20020803,19.1,14.6,16.9
CGI,20020804,20.9,13.0,18.2
CGI,20020805,23.1,11.5,20.7
CGI,20020806,19.1,14.6,16.9
CGI,20020807,22.2,14.2,18.5
CGI,20020808,22.9,11.8,19.7
CGI,20020809,18.9,13.8,16.9
CGI,20020810,14.4,12.0,13.2
CGI,20020811,16.6,11.7,13.8
CGI,20020812,21.4,12.3,18.7
CGI,20020813,23.8,11.8,21.0
CGI,20020814,25.0,13.3,21.9
CGI,20020815,25.5,12.6,21.7
CGI,20020816,26.8,13.6,22.5
CGI,20020817,27.1,13.1,23.1
CGI,20020818,28.1,13.4,23.8
CGI,20020819,27.3,15.3,23.9
CGI,20020820,25.4,16.2,21.5
CGI,20020821,24.0,13.1,21.1
CGI,20020822,23.9,12.5,20.9
CGI,20020823,24.6,12.5,21.5
CGI,20020824,25.4,16.3,21.9
CGI,20020825,24.5,15.3,21.2
CGI,20020826,21.4,15.2,19.7
CGI,20020827,22.7,14.4,19.6
CGI,20020828,23.8,13.2,21.0
CGI,20020829,25.4,14.0,22.1
CGI,20020830,25.4,14.9,22.3
CGI,20020831,23.0,15.5,20.4
CGI,20020901,20.8,15.9,19.0
CGI,20020902,21.0,15.0,18.6
CGI,20020903,20.7,13.5,18.1
CGI,20020904,22.6,13.0,19.0
CGI,20020905,18.0,14.0,17.0
CGI,20020906,22.1,14.2,19.2
CGI,20020907,22.9,13.4,20.1
CGI,20020908,22.7,13.0,19.7
CGI,20020909,19.1,13.7,17.2
CGI,20020910,21.0,12.3,18.0
CGI,20020911,19.4,8.8,16.9
CGI,20020912,17.8,13.1,16.3
CGI,20020913,19.3,13.6,16.7
CGI,20020914,20.8,8.6,17.4
CGI,20020915,21.1,8.4,17.8
CGI,20020916,19.6,8.8,16.6
CGI,20020917,20.5,8.2,16.9
CGI,20020918,22.6,10.3,18.8
CGI,20020919,21.5,15.6,18.9
CGI,20020920,23.6,14.3,20.6
CGI,20020921,19.5,13.1,17.5
CGI,20020922,17.7,11.9,15.8
CGI,20020923,13.9,8.3,11.6
CGI,20020924,11.3,5.1,9.4
CGI,20020925,10.4,3.4,8.6
CGI,20020926,13.3,3.3,10.8
CGI,20020927,16.7,8.0,13.7
CGI,20020928,17.2,7.6,14.2
CGI,20020929,14.1,3.7,11.7
CGI,20020930,16.7,4.1,12.9
CGI,20021001,17.6,6.2,13.8
CGI,20021002,18.0,7.3,14.7
CGI,20021003,19.7,6.8,15.7
CGI,20021004,17.3,10.6,15.1
CGI,20021005,15.7,8.0,13.7
CGI,20021006,12.8,7.6,11.0
CGI,20021007,15.3,5.8,12.7
CGI,20021008,13.5,4.5,11.3
CGI,20021009,13.9,7.9,11.7
CGI,20021010,11.8,8.7,11.0
CGI,20021011,14.0,9.4,12.1
CGI,20021012,16.2,10.4,13.6
CGI,20021013,15.4,6.1,12.3
CGI,20021014,13.6,10.4,12.4
CGI,20021015,18.9,11.0,15.9
CGI,20021016,22.7,11.7,19.6
CGI,20021017,13.5,7.0,10.5
CGI,20021018,11.3,6.6,8.0
CGI,20021019,12.2,2.8,9.8
CGI,20021020,12.0,2.4,8.9
CGI,20021021,12.4,6.3,11.0
CGI,20021022,16.8,9.1,13.7
CGI,20021023,14.1,5.9,12.5
CGI,20021024,13.4,5.2,10.4
CGI,20021025,14.2,9.3,12.2
CGI,20021026,17.6,6.5,15.4
CGI,20021027,19.4,5.4,15.6
CGI,20021028,12.9,4.4,10.5
CGI,20021029,12.0,1.5,8.3
CGI,20021030,15.5,4.8,11.4
CGI,20021031,15.6,6.2,11.9
CGI,20021101,14.4,5.0,11.0
CGI,20021102,12.4,10.1,10.9
CGI,20021103,17.2,9.2,14.0
CGI,20021104,10.0,6.1,8.1
CGI,20021105,10.6,3.6,7.8
CGI,20021106,8.1,2.1,6.3
CGI,20021107,8.0,2.2,5.8
CGI,20021108,8.1,0.6,5.8
CGI,20021109,8.7,3.2,6.4
CGI,20021110,10.6,6.1,8.3
CGI,20021111,13.4,4.0,11.4
CGI,20021112,11.0,1.3,7.4
CGI,20021113,14.6,4.1,9.7
CGI,20021114,8.9,3.5,5.8
CGI,20021115,8.7,5.0,7.6
CGI,20021116,8.4,6.9,7.9
CGI,20021117,11.2,4.4,8.5
CGI,20021118,9.2,5.7,8.0
CGI,20021119,8.9,2.7,7.8
CGI,20021120,8.9,4.0,7.1
CGI,20021121,6.7,4.8,5.9
CGI,20021122,9.9,1.8,7.3
CGI,20021123,7.1,1.1,5.4
CGI,20021124,8.5,5.2,7.1
CGI,20021125,9.2,4.8,7.9
CGI,20021126,9.4,6.9,8.3
CGI,20021127,9.2,6.5,8.5
CGI,20021128,9.1,7.1,8.1
CGI,20021129,10.9,5.4,8.2
CGI,20021130,8.2,2.3,6.7
CGI,20021201,7.1,1.9,5.4
CGI,20021202,6.7,3.1,5.2
CGI,20021203,6.0,0.4,5.2
CGI,20021204,5.2,-0.4,4.0
CGI,20021205,5.2,3.0,4.4
CGI,20021206,6.4,4.3,5.9
CGI,20021207,4.4,3.3,4.0
CGI,20021208,3.9,2.5,3.4
CGI,20021209,3.7,0.2,3.2
CGI,20021210,2.5,-0.4,1.1
CGI,20021211,1.9,-0.4,1.1
CGI,20021212,3.5,1.5,2.8
CGI,20021213,4.3,0.7,3.1
CGI,20021214,4.3,2.4,3.5
CGI,20021215,7.8,3.1,6.4
CGI,20021216,8.0,5.9,7.2
CGI,20021217,8.2,6.0,7.3
CGI,20021218,6.1,3.0,5.1
CGI,20021219,4.8,2.4,3.6
CGI,20021220,6.1,2.0,3.5
CGI,20021221,8.3,5.0,7.0
CGI,20021222,10.4,5.6,7.9
CGI,20021223,10.8,7.7,9.2
CGI,20021224,7.8,5.8,7.0
CGI,20021225,7.7,6.1,7.0
CGI,20021226,9.2,3.8,7.3
CGI,20021227,7.3,3.0,5.5
CGI,20021228,8.2,5.6,7.0
CGI,20021229,7.8,4.9,6.3
CGI,20021230,10.7,7.6,9.5
CGI,20021231,8.6,6.0,7.3
CGI,20030101,9.1,4.2,7.2
CGI,20030102,14.9,8.3,12.2
CGI,20030103,10.1,6.5,7.6
CGI,20030104,7.0,-0.3,6.0
CGI,20030105,0.2,-3.0,-1.6
CGI,20030106,-0.4,-3.2,-1.5
CGI,20030107,-0.5,-4.8,-2.0
CGI,20030108,-2.0,-4.9,-3.5
CGI,20030109,-0.9,-5.0,-3.0
CGI,20030110,-3.0,-5.6,-4.0
CGI,20030111,-4.1,-5.6,-4.9
CGI,20030112,-2.9,-7.8,-4.8
CGI,20030113,-1.0,-8.3,-3.6
CGI,20030114,2.7,-2.3,1.0
CGI,20030115,5.0,-1.2,2.4
CGI,20030116,6.7,-0.6,3.9
CGI,20030117,4.2,-1.2,2.3
CGI,20030118,3.4,0.1,2.0
CGI,20030119,5.0,0.1,2.2
CGI,20030120,3.0,-1.1,0.8
CGI,20030121,6.0,1.2,4.0
CGI,20030122,6.1,3.3,4.7
CGI,20030123,4.4,2.5,3.7
CGI,20030124,7.9,1.8,5.7
CGI,20030125,4.2,-0.9,2.6
CGI,20030126,5.8,-1.2,3.1
CGI,20030127,7.0,1.0,4.8
CGI,20030128,9.5,1.1,6.4
CGI,20030129,2.0,0.4,1.0
CGI,20030130,1.7,-2.2,0.2
CGI,20030131,0.2,-8.4,-2.0
CGI,20030201,-3.5,-9.0,-5.4
CGI,20030202,3.2,-4.3,0.5
CGI,20030203,5.6,0.8,2.3
CGI,20030204,5.0,-2.7,1.2
CGI,20030205,1.2,-3.1,-0.4
CGI,20030206,1.3,-5.6,-0.5
CGI,20030207,0.4,-5.9,-1.8
CGI,20030208,3.8,-4.1,1.1
CGI,20030209,3.3,-1.5,1.7
CGI,20030210,3.6,0.7,2.7
CGI,20030211,2.5,0.0,1.7
CGI,20030212,0.4,-2.9,-0.1
CGI,20030213,0.5,-2.9,-1.2
CGI,20030214,0.0,-2.8,-0.9
CGI,20030215,-1.2,-4.1,-2.2
CGI,20030216,-1.4,-3.8,-2.5
CGI,20030217,-0.3,-5.4,-2.3
CGI,20030218,-0.3,-6.4,-2.4
CGI,20030219,-0.7,-7.7,-3.4
CGI,20030220,1.4,-7.0,-1.5
CGI,20030221,5.2,-5.5,1.1
CGI,20030222,6.8,-3.7,2.9
CGI,20030223,7.4,-3.2,3.5
CGI,20030224,7.9,-2.8,3.9
CGI,20030225,7.9,-1.7,4.4
CGI,20030226,9.4,0.1,5.9
CGI,20030227,10.0,-0.2,6.2
CGI,20030228,11.5,1.5,7.8
CGI,20030301,13.4,5.5,10.8
CGI,20030302,9.8,5.1,7.5
CGI,20030303,8.6,1.2,6.3
CGI,20030304,10.2,0.1,6.5
CGI,20030305,11.4,1.4,8.1
CGI,20030306,8.6,3.6,7.7
CGI,20030307,8.8,0.0,6.8
CGI,20030308,11.2,0.8,7.8
CGI,20030309,12.7,1.3,8.7
CGI,20030310,15.4,1.1,10.0
CGI,20030311,20.1,4.3,14.7
CGI,20030312,17.9,6.9,14.4
CGI,20030313,11.3,4.6,9.2
CGI,20030314,9.9,1.1,6.5
CGI,20030315,8.5,0.4,4.8
CGI,20030316,9.8,0.1,5.0
CGI,20030317,10.4,-0.5,6.6
CGI,20030318,13.9,2.4,10.4
CGI,20030319,13.7,-1.3,8.8
CGI,20030320,15.7,0.9,10.8
CGI,20030321,12.8,0.3,9.2
CGI,20030322,13.2,0.8,8.6
CGI,20030323,15.6,1.5,10.4
CGI,20030324,16.5,2.6,11.8
CGI,20030325,17.1,2.9,12.5
CGI,20030326,16.8,3.3,12.5
CGI,20030327,16.9,3.9,12.6
CGI,20030328,16.3,7.5,13.7
CGI,20030329,18.5,7.9,14.4
CGI,20030330,19.2,5.9,14.5
CGI,20030331,17.2,7.2,14.3
CGI,20030401,19.4,4.2,14.1
CGI,20030402,14.2,2.7,6.0
CGI,20030403,8.4,3.7,7.0
CGI,20030404,9.9,2.6,7.3
CGI,20030405,14.8,4.3,11.0
CGI,20030406,12.4,3.2,10.0
CGI,20030407,6.0,-0.8,4.1
CGI,20030408,9.1,-4.3,4.4
CGI,20030409,7.3,4.0,5.9
CGI,20030410,6.7,0.0,3.7
CGI,20030411,9.3,-0.9,6.3
CGI,20030412,12.4,3.8,9.3
CGI,20030413,16.0,1.2,11.6
CGI,20030414,17.3,4.7,13.7
CGI,20030415,20.8,6.6,16.9
CGI,20030416,21.0,6.7,16.8
CGI,20030417,21.1,6.4,17.0
CGI,20030418,20.7,10.7,17.2
CGI,20030419,14.2,5.6,11.3
CGI,20030420,17.2,7.5,14.3
CGI,20030421,17.7,6.7,14.2
CGI,20030422,20.0,5.6,16.1
CGI,20030423,19.6,6.4,15.8
CGI,20030424,20.4,6.3,16.7
CGI,20030425,20.9,8.6,17.6
CGI,20030426,14.7,9.7,12.3
CGI,20030427,18.7,6.6,15.7
CGI,20030428,22.7,7.6,18.5
CGI,20030429,21.4,12.8,18.2
CGI,20030430,14.9,9.2,13.2
CGI,20030501,17.1,4.9,14.0
CGI,20030502,18.5,8.0,13.8
CGI,20030503,18.6,7.5,15.1
CGI,20030504,23.2,6.0,17.9
CGI,20030505,23.9,11.0,20.7
CGI,20030506,23.9,11.6,21.0
CGI,20030507,26.2,12.4,22.5
CGI,20030508,23.6,13.2,20.2
CGI,20030509,21.6,11.9,18.8
CGI,20030510,20.0,12.4,17.7
CGI,20030511,22.2,11.0,18.9
CGI,20030512,20.6,11.5,18.2
CGI,20030513,16.5,7.9,13.9
CGI,20030514,14.2,3.8,11.6
CGI,20030515,16.3,3.6,13.3
CGI,20030516,19.3,3.7,15.2
CGI,20030517,16.4,11.5,13.7
CGI,20030518,21.6,11.9,18.4
CGI,20030519,23.9,11.9,18.8
CGI,20030520,13.9,7.6,12.3
CGI,20030521,14.7,7.5,12.3
CGI,20030522,15.4,7.6,12.9
CGI,20030523,22.2,8.0,18.1
CGI,20030524,25.3,11.4,21.1
CGI,20030525,14.9,11.0,13.5
CGI,20030526,17.4,11.6,15.0
CGI,20030527,21.6,13.3,18.0
CGI,20030528,22.8,14.6,19.9
CGI,20030529,22.5,12.4,20.0
CGI,20030530,26.3,10.5,21.6
CGI,20030531,26.9,13.7,23.8
CGI,20030601,26.1,15.1,22.9
CGI,20030602,25.0,16.1,22.9
CGI,20030603,28.1,13.8,23.2
CGI,20030604,29.2,15.1,25.0
CGI,20030605,28.5,16.6,25.0
CGI,20030606,25.7,17.0,22.3
CGI,20030607,26.2,15.2,23.6
CGI,20030608,29.7,16.7,26.1
CGI,20030609,27.8,16.7,24.6
CGI,20030610,31.8,15.2,27.2
CGI,20030611,30.9,17.5,27.8
CGI,20030612,31.7,17.2,28.2
CGI,20030613,29.5,17.5,26.0
CGI,20030614,31.1,17.9,26.3
CGI,20030615,27.0,17.5,22.5
CGI,20030616,30.4,16.4,26.1
CGI,20030617,30.7,17.5,26.9
CGI,20030618,24.5,16.7,22.3
CGI,20030619,27.7,12.8,24.2
CGI,20030620,31.0,15.7,26.8
CGI,20030621,30.6,16.1,26.6
CGI,20030622,31.1,14.7,26.9
CGI,20030623,34.9,17.3,31.7
CGI,20030624,33.1,19.6,27.5
CGI,20030625,32.7,19.1,29.0
CGI,20030626,30.0,18.3,25.4
CGI,20030627,29.6,17.0,26.3
CGI,20030628,27.5,17.2,24.3
CGI,20030629,32.7,15.1,27.5
CGI,20030630,33.8,17.1,29.5
CGI,20030701,23.3,14.5,16.5
CGI,20030702,22.8,14.1,20.0
CGI,20030703,22.4,14.6,19.2
CGI,20030704,18.6,13.7,16.1
CGI,20030705,22.7,10.9,19.9
CGI,20030706,25.4,11.4,21.8
CGI,20030707,28.4,12.6,24.0
CGI,20030708,28.2,14.8,24.9
CGI,20030709,27.9,15.2,24.9
CGI,20030710,29.9,16.8,26.5
CGI,20030711,30.4,15.6,26.7
CGI,20030712,31.8,16.3,27.9
CGI,20030713,31.6,18.1,27.7
CGI,20030714,32.3,17.4,28.1
CGI,20030715,33.0,20.5,28.5
CGI,20030716,29.7,18.6,26.3
CGI,20030717,26.4,17.7,23.5
CGI,20030718,28.6,13.0,24.5
CGI,20030719,32.6,15.8,27.3
CGI,20030720,35.0,16.7,29.9
CGI,20030721,24.8,16.5,22.0
CGI,20030722,29.0,15.1,24.9
CGI,20030723,30.6,17.8,25.8
CGI,20030724,24.0,16.6,21.3
CGI,20030725,29.0,15.8,24.5
CGI,20030726,33.2,20.0,28.5
CGI,20030727,25.1,16.0,21.0
CGI,20030728,25.1,14.5,22.1
CGI,20030729,26.5,14.3,24.0
CGI,20030730,28.0,13.5,24.3
CGI,20030731,23.8,15.2,20.4
CGI,20030801,28.4,15.1,25.0
CGI,20030802,30.9,15.6,26.8
CGI,20030803,33.8,17.9,29.1
CGI,20030804,35.5,19.4,30.8
CGI,20030805,35.7,20.2,31.5
CGI,20030806,36.2,20.2,31.1
CGI,20030807,36.2,20.5,31.6
CGI,20030808,36.1,18.4,30.9
CGI,20030809,36.4,18.3,31.0
CGI,20030810,35.9,19.3,31.2
CGI,20030811,36.6,19.7,31.8
CGI,20030812,35.9,19.0,31.2
CGI,20030813,36.4,18.8,31.1
CGI,20030814,31.2,21.6,28.3
CGI,20030815,24.2,18.1,21.2
CGI,20030816,28.8,17.0,25.2
CGI,20030817,27.9,16.3,23.4
CGI,20030818,27.2,16.1,23.8
CGI,20030819,28.1,16.2,24.6
CGI,20030820,27.0,15.9,24.3
CGI,20030821,25.7,17.0,21.8
CGI,20030822,28.9,14.9,24.8
CGI,20030823,30.5,15.6,25.8
CGI,20030824,29.2,15.3,25.3
CGI,20030825,30.1,17.0,26.5
CGI,20030826,30.1,15.7,25.9
CGI,20030827,31.3,16.6,26.7
CGI,20030828,28.0,13.7,23.1
CGI,20030829,23.1,15.6,18.9
CGI,20030830,21.1,15.1,18.8
CGI,20030831,19.2,12.6,16.9
CGI,20030901,19.3,9.7,16.6
CGI,20030902,19.9,11.7,17.7
CGI,20030903,20.6,11.2,17.4
CGI,20030904,22.0,8.3,18.1
CGI,20030905,19.0,11.0,17.4
CGI,20030906,22.4,14.7,19.0
CGI,20030907,21.9,11.3,18.9
CGI,20030908,20.0,13.1,17.5
CGI,20030909,18.5,13.3,16.4
CGI,20030910,20.2,13.9,18.1
CGI,20030911,18.6,12.3,16.6
CGI,20030912,20.6,9.6,17.4
CGI,20030913,20.8,13.8,18.3
CGI,20030914,19.5,10.9,16.2
CGI,20030915,20.2,8.6,16.8
CGI,20030916,23.2,9.5,18.6
CGI,20030917,22.8,10.2,19.2
CGI,20030918,23.5,11.1,19.7
CGI,20030919,24.9,11.6,20.7
CGI,20030920,25.0,12.3,21.2
CGI,20030921,24.9,11.6,21.0
CGI,20030922,25.7,12.3,21.2
CGI,20030923,17.6,11.4,15.3
CGI,20030924,16.1,9.3,14.2
CGI,20030925,17.9,7.3,14.3
CGI,20030926,22.3,9.0,17.9
CGI,20030927,19.1,11.0,16.4
CGI,20030928,15.8,12.9,14.5
CGI,20030929,17.2,9.8,15.1
CGI,20030930,16.1,6.5,13.4
CGI,20031001,14.7,10.5,13.4
CGI,20031002,19.0,12.5,16.1
CGI,20031003,18.5,14.3,17.0
CGI,20031004,17.2,10.1,14.8
CGI,20031005,10.1,5.6,8.4
CGI,20031006,13.2,3.2,10.1
CGI,20031007,10.4,5.6,9.2
CGI,20031008,12.7,1.5,9.5
CGI,20031009,15.8,7.9,12.2
CGI,20031010,17.2,6.4,13.7
CGI,20031011,16.4,8.2,14.0
CGI,20031012,13.4,6.9,11.6
CGI,20031013,15.4,10.5,13.5
CGI,20031014,13.4,9.6,12.2
CGI,20031015,10.3,4.7,9.1
CGI,20031016,9.4,5.0,7.2
CGI,20031017,8.9,2.0,7.0
CGI,20031018,8.7,2.6,6.7
CGI,20031019,10.3,5.3,7.9
CGI,20031020,12.6,8.2,10.9
CGI,20031021,11.3,3.3,7.9
CGI,20031022,9.1,-0.1,6.4
CGI,20031023,6.5,2.5,4.5
CGI,20031024,5.1,0.0,3.3
CGI,20031025,6.1,-2.3,3.2
CGI,20031026,7.4,-3.0,3.8
CGI,20031027,7.9,-1.1,5.3
CGI,20031028,7.6,-1.4,4.8
CGI,20031029,7.9,4.9,6.5
CGI,20031030,8.1,4.9,6.6
CGI,20031031,9.3,4.3,8.4
CGI,20031101,11.7,2.6,8.3
CGI,20031102,12.6,4.8,10.0
CGI,20031103,10.5,4.0,8.7
