stn,time,tre200dx,tre200dn,tre200j0
CGI,20031104,13.5,3.3,9.3
CGI,20031105,10.7,1.6,7.6
CGI,20031106,8.1,0.1,5.5
CGI,20031107,8.4,1.2,6.0
CGI,20031108,5.9,0.4,4.6
CGI,20031109,6.4,0.7,5.0
CGI,20031110,9.7,2.8,6.9
CGI,20031111,6.0,2.5,5.5
CGI,20031112,9.6,3.5,5.9
CGI,20031113,11.8,4.0,9.4
CGI,20031114,8.9,1.3,6.7
CGI,20031115,9.0,1.3,6.5
CGI,20031116,9.3,5.3,7.8
CGI,20031117,9.6,1.2,7.1
CGI,20031118,9.8,1.0,6.6
CGI,20031119,9.2,1.3,6.0
CGI,20031120,5.0,1.1,3.7
CGI,20031121,4.6,1.4,3.1
CGI,20031122,4.6,2.5,4.0
CGI,20031123,6.0,3.2,4.9
CGI,20031124,9.5,2.7,6.6
CGI,20031125,12.4,4.6,9.9
CGI,20031126,9.8,1.8,6.7
CGI,20031127,6.2,2.2,3.9
CGI,20031128,5.9,0.8,4.8
CGI,20031129,5.0,-0.2,3.8
CGI,20031130,6.4,2.6,5.4
CGI,20031201,7.4,4.1,6.4
CGI,20031202,8.5,3.5,6.6
CGI,20031203,9.8,3.5,8.4
CGI,20031204,8.2,1.7,6.1
CGI,20031205,5.6,2.3,4.7
CGI,20031206,5.1,1.9,2.9
CGI,20031207,4.5,0.1,1.3
CGI,20031208,3.8,-2.1,1.5
CGI,20031209,2.6,-0.7,1.3
CGI,20031210,7.6,-1.3,3.3
CGI,20031211,7.8,-3.1,3.3
CGI,20031212,10.2,2.2,7.6
CGI,20031213,10.3,1.1,6.3
CGI,20031214,10.9,2.8,8.3
CGI,20031215,5.3,0.4,3.6
CGI,20031216,4.7,-0.7,2.6
CGI,20031217,3.0,-2.1,1.4
CGI,20031218,3.0,-3.1,0.7
CGI,20031219,4.4,0.4,3.0
CGI,20031220,9.1,-0.3,5.6
CGI,20031221,8.3,3.0,6.9
CGI,20031222,2.8,-1.2,1.8
CGI,20031223,1.6,-2.5,-0.3
CGI,20031224,1.3,-4.7,-1.2
CGI,20031225,1.4,-5.8,-1.4
CGI,20031226,3.9,-4.6,0.0
CGI,20031227,8.8,2.3,7.1
CGI,20031228,5.8,2.1,4.2
CGI,20031229,4.0,-0.4,2.1
CGI,20031230,2.8,-1.1,1.2
CGI,20031231,3.7,1.0,2.2
CGI,20040101,2.5,-0.3,1.5
CGI,20040102,2.9,-1.0,1.3
CGI,20040103,0.0,-2.6,-0.6
CGI,20040104,0.7,-2.8,-0.7
CGI,20040105,2.4,-3.9,0.0
CGI,20040106,3.0,-3.2,0.7
CGI,20040107,2.6,-2.8,0.6
CGI,20040108,4.4,-1.7,-0.6
CGI,20040109,8.0,4.4,6.6
CGI,20040110,9.2,4.4,6.8
CGI,20040111,11.7,5.3,7.7
CGI,20040112,13.5,6.1,7.5
CGI,20040113,13.5,8.5,11.6
CGI,20040114,10.8,4.4,7.2
CGI,20040115,4.9,0.0,3.4
CGI,20040116,6.2,0.9,3.4
CGI,20040117,7.7,0.9,4.9
CGI,20040118,5.1,0.9,3.9
CGI,20040119,3.0,-0.4,1.8
CGI,20040120,3.3,0.1,2.0
CGI,20040121,6.7,-0.1,4.7
CGI,20040122,2.3,-2.7,0.4
CGI,20040123,4.0,-2.5,1.7
CGI,20040124,2.7,-2.8,0.5
CGI,20040125,4.7,-1.2,2.7
CGI,20040126,3.6,-0.8,0.0
CGI,20040127,2.8,-0.8,0.9
CGI,20040128,0.2,-2.3,-0.8
CGI,20040129,0.1,-7.2,-1.2
CGI,20040130,-0.6,-10.5,-4.3
CGI,20040131,10.6,-3.6,6.7
CGI,20040201,12.8,2.3,8.9
CGI,20040202,12.0,0.4,6.3
CGI,20040203,9.2,-0.4,5.0
CGI,20040204,9.2,-0.9,5.0
CGI,20040205,10.3,-1.9,5.6
CGI,20040206,11.6,-0.2,6.6
CGI,20040207,11.1,6.3,9.4
CGI,20040208,7.3,4.4,5.9
CGI,20040209,6.8,0.0,4.9
CGI,20040210,4.9,-2.6,2.5
CGI,20040211,6.9,0.7,4.9
CGI,20040212,7.8,0.4,5.1
CGI,20040213,7.0,-0.1,4.3
CGI,20040214,4.8,-0.9,3.1
CGI,20040215,4.3,1.3,2.8
CGI,20040216,6.2,0.6,4.3
CGI,20040217,9.2,2.5,6.4
CGI,20040218,7.0,1.4,5.4
CGI,20040219,3.0,0.7,2.0
CGI,20040220,5.6,-0.7,3.0
CGI,20040221,8.2,3.1,5.9
CGI,20040222,8.8,4.7,6.8
CGI,20040223,7.1,-1.8,1.3
CGI,20040224,2.4,-4.2,0.2
CGI,20040225,6.6,-5.3,1.3
CGI,20040226,3.1,-1.3,1.8
CGI,20040227,1.3,-3.6,-0.5
CGI,20040228,2.8,-3.8,0.3
CGI,20040229,3.2,-2.1,1.1
CGI,20040301,2.0,-2.1,0.3
CGI,20040302,6.3,-2.9,2.7
CGI,20040303,7.3,-3.0,4.0
CGI,20040304,6.7,-3.4,4.3
CGI,20040305,4.4,2.4,3.5
CGI,20040306,6.4,3.6,5.4
CGI,20040307,7.0,0.8,4.4
CGI,20040308,7.0,0.6,5.0
CGI,20040309,5.4,-1.2,3.1
CGI,20040310,3.7,-1.3,1.0
CGI,20040311,4.0,-2.1,1.7
CGI,20040312,3.4,-1.4,2.0
CGI,20040313,5.8,2.3,4.4
CGI,20040314,10.6,2.1,7.3
CGI,20040315,14.0,1.1,9.0
CGI,20040316,15.9,2.5,10.8
CGI,20040317,17.4,2.5,12.5
CGI,20040318,18.5,4.9,14.0
CGI,20040319,17.7,6.0,14.2
CGI,20040320,14.2,8.9,11.9
CGI,20040321,12.6,5.3,11.1
CGI,20040322,9.5,1.0,6.2
CGI,20040323,6.9,1.9,5.0
CGI,20040324,7.6,2.7,5.8
CGI,20040325,6.3,2.5,4.6
CGI,20040326,4.8,0.1,3.3
CGI,20040327,7.3,-0.6,4.2
CGI,20040328,11.5,-2.3,6.4
CGI,20040329,14.7,-0.8,9.8
CGI,20040330,12.5,1.9,8.9
CGI,20040331,16.0,1.4,11.9
CGI,20040401,17.6,4.6,13.4
CGI,20040402,18.4,5.4,14.2
CGI,20040403,15.3,5.3,11.9
CGI,20040404,15.0,4.8,12.3
CGI,20040405,12.7,8.5,10.7
CGI,20040406,9.3,3.4,7.5
CGI,20040407,9.0,2.7,6.1
CGI,20040408,9.7,2.5,7.4
CGI,20040409,7.9,3.7,6.2
CGI,20040410,8.9,3.3,7.1
CGI,20040411,12.9,-0.3,8.9
CGI,20040412,12.1,5.3,9.4
CGI,20040413,11.6,6.5,9.7
CGI,20040414,13.6,3.9,10.3
CGI,20040415,10.9,4.3,8.7
CGI,20040416,17.2,1.6,12.2
CGI,20040417,15.5,7.7,13.7
CGI,20040418,15.9,5.2,11.9
CGI,20040419,10.1,3.0,6.7
CGI,20040420,14.8,1.8,11.3
CGI,20040421,19.0,4.5,14.8
CGI,20040422,20.5,7.0,16.8
CGI,20040423,20.1,11.1,16.4
CGI,20040424,17.1,10.0,14.5
CGI,20040425,16.7,8.9,14.3
CGI,20040426,17.1,6.6,12.9
CGI,20040427,21.0,5.7,16.4
CGI,20040428,19.8,6.0,15.9
CGI,20040429,18.1,6.8,15.4
CGI,20040430,18.5,8.5,15.4
CGI,20040501,13.5,9.3,11.8
CGI,20040502,16.6,8.9,13.3
CGI,20040503,16.8,6.2,13.6
CGI,20040504,16.5,8.8,13.9
CGI,20040505,10.6,5.2,8.6
CGI,20040506,10.3,3.9,8.2
CGI,20040507,11.9,5.1,8.9
CGI,20040508,9.8,5.4,7.6
CGI,20040509,8.4,4.6,7.4
CGI,20040510,16.8,4.3,12.7
CGI,20040511,19.2,7.1,15.9
CGI,20040512,21.2,7.1,17.8
CGI,20040513,16.9,9.4,14.8
CGI,20040514,17.8,9.0,14.1
CGI,20040515,21.4,7.4,17.6
CGI,20040516,22.4,11.7,19.7
CGI,20040517,23.5,12.4,18.9
CGI,20040518,25.5,8.5,21.4
CGI,20040519,25.4,10.7,22.1
CGI,20040520,26.2,10.3,22.2
CGI,20040521,19.2,12.3,17.1
CGI,20040522,15.8,8.9,13.4
CGI,20040523,17.2,7.7,14.2
CGI,20040524,18.3,7.8,15.0
CGI,20040525,20.9,4.5,17.1
CGI,20040526,23.1,8.4,19.0
CGI,20040527,18.2,10.0,15.8
CGI,20040528,20.6,7.7,17.9
CGI,20040529,21.6,8.0,18.1
CGI,20040530,23.0,7.9,19.5
CGI,20040531,19.7,12.3,17.4
CGI,20040601,15.8,11.6,14.3
CGI,20040602,18.3,12.5,16.8
CGI,20040603,14.7,11.1,13.2
CGI,20040604,19.6,10.9,18.0
CGI,20040605,21.1,10.6,18.1
CGI,20040606,22.1,11.9,19.3
CGI,20040607,24.7,9.1,20.6
CGI,20040608,27.6,12.4,23.8
CGI,20040609,28.9,13.3,24.5
CGI,20040610,31.4,14.3,26.7
CGI,20040611,23.6,14.2,20.2
CGI,20040612,23.7,13.1,21.4
CGI,20040613,18.7,12.6,16.5
CGI,20040614,22.0,12.5,18.9
CGI,20040615,22.6,11.0,19.5
CGI,20040616,21.8,12.5,19.4
CGI,20040617,26.2,9.6,21.4
CGI,20040618,26.1,13.0,23.9
CGI,20040619,23.1,12.1,18.6
CGI,20040620,16.3,9.6,14.1
CGI,20040621,21.4,9.4,18.5
CGI,20040622,23.5,14.0,19.3
CGI,20040623,21.2,15.0,19.5
CGI,20040624,22.4,12.6,20.3
CGI,20040625,23.7,12.7,21.1
CGI,20040626,24.5,9.5,20.2
CGI,20040627,27.9,12.3,22.8
CGI,20040628,28.5,17.3,25.6
CGI,20040629,25.8,13.4,22.9
CGI,20040630,29.1,11.6,23.7
CGI,20040701,23.1,13.8,21.6
CGI,20040702,23.1,12.7,19.8
CGI,20040703,22.8,11.8,20.3
CGI,20040704,28.8,9.3,23.0
CGI,20040705,24.5,16.8,21.5
CGI,20040706,21.7,15.2,19.7
CGI,20040707,23.4,16.3,19.8
CGI,20040708,23.3,13.8,19.2
CGI,20040709,20.7,12.8,17.5
CGI,20040710,20.0,10.6,17.1
CGI,20040711,19.3,12.0,16.5
CGI,20040712,18.4,11.0,14.9
CGI,20040713,17.8,11.0,15.5
CGI,20040714,22.4,7.8,18.5
CGI,20040715,26.2,10.1,22.2
CGI,20040716,28.3,14.0,23.5
CGI,20040717,26.8,13.7,23.1
CGI,20040718,26.4,14.1,22.9
CGI,20040719,26.8,15.3,23.2
CGI,20040720,25.4,16.8,22.0
CGI,20040721,26.5,15.8,22.8
CGI,20040722,30.0,17.7,25.8
CGI,20040723,26.6,18.0,23.4
CGI,20040724,22.9,17.5,20.6
CGI,20040725,26.2,15.4,23.4
CGI,20040726,23.5,12.6,20.8
CGI,20040727,24.5,13.8,21.9
CGI,20040728,25.8,13.7,22.1
CGI,20040729,27.0,13.6,23.1
CGI,20040730,29.7,15.1,26.0
CGI,20040731,30.1,15.3,25.9
CGI,20040801,31.0,16.2,26.7
CGI,20040802,32.2,16.9,27.7
CGI,20040803,28.7,16.9,25.5
CGI,20040804,27.0,16.8,23.0
CGI,20040805,27.4,15.6,23.1
CGI,20040806,26.5,17.2,23.5
CGI,20040807,30.2,16.8,25.7
CGI,20040808,29.6,16.7,25.8
CGI,20040809,27.1,18.3,23.3
CGI,20040810,27.9,17.8,24.8
CGI,20040811,26.6,17.9,23.6
CGI,20040812,28.6,15.1,22.4
CGI,20040813,22.5,15.6,19.9
CGI,20040814,21.8,15.2,19.9
CGI,20040815,24.3,11.5,20.9
CGI,20040816,22.7,13.2,20.1
CGI,20040817,22.0,16.3,19.3
CGI,20040818,26.5,15.0,22.9
CGI,20040819,23.0,16.3,18.4
CGI,20040820,23.4,15.1,20.2
CGI,20040821,19.0,13.3,16.9
CGI,20040822,20.6,9.0,17.2
CGI,20040823,27.0,10.6,21.4
CGI,20040824,20.5,14.8,18.3
CGI,20040825,22.2,12.1,19.2
CGI,20040826,17.1,12.0,15.7
CGI,20040827,21.8,10.1,17.8
CGI,20040828,23.7,10.8,20.0
CGI,20040829,22.3,14.0,20.0
CGI,20040830,22.5,13.5,19.5
CGI,20040831,20.2,12.0,17.8
CGI,20040901,21.3,9.6,18.3
CGI,20040902,24.2,11.2,20.1
CGI,20040903,26.5,14.3,22.6
CGI,20040904,27.0,15.2,23.2
CGI,20040905,26.2,15.1,22.9
CGI,20040906,26.6,14.4,22.8
CGI,20040907,26.4,15.4,22.6
CGI,20040908,25.6,14.1,22.5
CGI,20040909,23.8,13.3,20.9
CGI,20040910,24.4,12.6,20.6
CGI,20040911,25.2,16.0,22.4
CGI,20040912,20.6,10.8,18.7
CGI,20040913,23.9,9.4,19.8
CGI,20040914,19.6,13.0,17.9
CGI,20040915,18.6,12.6,16.3
CGI,20040916,17.9,11.3,16.1
CGI,20040917,18.9,8.3,15.5
CGI,20040918,22.4,8.5,17.5
CGI,20040919,18.3,9.8,16.3
CGI,20040920,21.3,9.3,17.7
CGI,20040921,19.1,10.1,17.0
CGI,20040922,18.7,10.1,15.8
CGI,20040923,18.6,12.4,16.5
CGI,20040924,15.6,8.8,13.1
CGI,20040925,13.6,8.1,11.5
CGI,20040926,13.8,9.3,12.3
CGI,20040927,17.0,6.4,13.9
CGI,20040928,17.9,9.4,15.3
CGI,20040929,18.8,11.6,16.0
CGI,20040930,20.2,9.9,16.6
CGI,20041001,21.8,10.5,18.2
CGI,20041002,21.3,11.5,18.1
CGI,20041003,19.1,9.9,16.3
CGI,20041004,23.5,9.0,18.5
CGI,20041005,25.1,10.6,20.0
CGI,20041006,18.3,13.2,16.1
CGI,20041007,18.5,12.2,16.0
CGI,20041008,21.2,12.5,17.8
CGI,20041009,18.0,13.1,16.7
CGI,20041010,17.5,9.6,15.1
CGI,20041011,14.9,10.6,13.7
CGI,20041012,15.2,9.9,13.5
CGI,20041013,15.9,11.2,13.7
CGI,20041014,13.5,8.0,10.9
CGI,20041015,11.3,6.3,8.9
CGI,20041016,10.4,5.4,8.5
CGI,20041017,10.0,5.7,8.0
CGI,20041018,12.3,6.5,10.2
CGI,20041019,10.2,8.5,9.4
CGI,20041020,12.4,9.5,11.7
CGI,20041021,18.4,10.2,16.5
CGI,20041022,17.4,10.8,14.8
CGI,20041023,18.4,9.3,14.7
CGI,20041024,19.7,8.3,15.4
CGI,20041025,19.7,10.7,16.2
CGI,20041026,11.2,7.9,9.0
CGI,20041027,10.8,7.4,9.6
CGI,20041028,12.4,8.6,10.7
CGI,20041029,13.4,9.5,11.8
CGI,20041030,14.3,6.7,11.7
CGI,20041031,12.3,9.2,11.4
CGI,20041101,13.1,9.0,11.3
CGI,20041102,13.2,6.7,11.0
CGI,20041103,12.2,7.8,11.4
CGI,20041104,11.6,9.7,10.8
CGI,20041105,15.6,9.5,13.2
CGI,20041106,11.4,2.8,9.5
CGI,20041107,10.1,1.5,7.3
CGI,20041108,7.7,2.5,6.0
CGI,20041109,6.4,-2.2,3.3
CGI,20041110,6.5,-2.1,3.2
CGI,20041111,4.7,-1.0,3.4
CGI,20041112,5.8,0.6,4.4
CGI,20041113,7.7,0.9,5.3
CGI,20041114,4.7,0.7,3.4
CGI,20041115,5.7,-1.6,3.0
CGI,20041116,5.0,-4.2,1.9
CGI,20041117,6.3,-1.7,3.4
CGI,20041118,9.5,2.6,6.8
CGI,20041119,7.6,-0.4,5.8
CGI,20041120,4.1,-2.1,2.5
CGI,20041121,6.5,1.9,4.9
CGI,20041122,11.2,4.0,8.7
CGI,20041123,10.1,3.5,8.0
CGI,20041124,9.7,2.5,8.1
CGI,20041125,7.6,0.7,5.4
CGI,20041126,11.2,0.4,7.2
CGI,20041127,9.8,1.2,6.7
CGI,20041128,9.0,0.3,5.8
CGI,20041129,7.2,5.0,5.8
CGI,20041130,6.3,0.0,5.1
CGI,20041201,3.6,-0.6,2.3
CGI,20041202,5.8,0.6,4.0
CGI,20041203,7.2,3.1,6.1
CGI,20041204,6.5,2.4,5.1
CGI,20041205,4.2,3.0,3.9
CGI,20041206,3.2,2.7,3.0
CGI,20041207,3.6,1.7,2.8
CGI,20041208,2.5,0.8,1.7
CGI,20041209,1.9,0.5,1.2
CGI,20041210,2.2,-0.1,1.1
CGI,20041211,2.0,0.4,1.2
CGI,20041212,1.6,0.4,1.1
CGI,20041213,1.5,0.2,0.8
CGI,20041214,2.1,0.1,1.3
CGI,20041215,2.3,-0.5,0.6
CGI,20041216,8.2,0.0,1.7
CGI,20041217,7.5,3.3,5.2
CGI,20041218,5.8,0.7,3.1
CGI,20041219,6.8,0.1,4.9
CGI,20041220,2.3,-0.6,0.0
CGI,20041221,2.3,-3.5,0.6
CGI,20041222,1.4,-5.2,-0.8
CGI,20041223,7.6,0.1,4.6
CGI,20041224,8.7,3.5,6.8
CGI,20041225,9.8,1.5,7.3
CGI,20041226,3.6,1.3,2.9
CGI,20041227,4.4,1.8,3.5
CGI,20041228,3.0,-0.5,0.2
CGI,20041229,4.3,-0.1,2.5
CGI,20041230,2.8,-2.6,0.5
CGI,20041231,1.9,-4.7,-0.1
CGI,20050101,5.9,-1.3,3.1
CGI,20050102,8.8,1.8,6.1
CGI,20050103,6.4,-1.1,3.5
CGI,20050104,4.8,-3.5,1.4
CGI,20050105,8.3,-2.6,3.5
CGI,20050106,10.3,1.1,6.9
CGI,20050107,4.2,-0.6,2.4
CGI,20050108,11.5,-2.2,7.2
CGI,20050109,11.5,1.1,8.2
CGI,20050110,9.8,-0.4,5.6
CGI,20050111,7.5,-0.4,4.2
CGI,20050112,5.7,-1.3,3.5
CGI,20050113,8.2,0.0,5.8
CGI,20050114,4.4,-2.0,2.4
CGI,20050115,0.5,-3.4,-0.3
CGI,20050116,-0.1,-2.8,-1.4
CGI,20050117,-0.7,-2.7,-1.9
CGI,20050118,6.0,-3.0,4.2
CGI,20050119,2.0,-1.6,0.6
CGI,20050120,6.9,-1.0,3.3
CGI,20050121,8.8,4.8,7.6
CGI,20050122,5.4,0.7,3.6
CGI,20050123,2.1,-2.5,0.6
CGI,20050124,1.0,-5.4,-1.4
CGI,20050125,-1.5,-5.3,-3.3
CGI,20050126,-3.2,-5.7,-4.4
CGI,20050127,-4.1,-9.9,-5.5
CGI,20050128,-2.6,-11.0,-4.8
CGI,20050129,-3.6,-7.5,-5.0
CGI,20050130,-2.2,-8.6,-5.3
CGI,20050131,-0.2,-7.3,-2.6
CGI,20050201,4.6,-1.8,1.6
CGI,20050202,3.9,-3.0,1.4
CGI,20050203,5.9,-0.3,4.0
CGI,20050204,2.8,-1.6,1.5
CGI,20050205,2.7,-3.2,0.5
CGI,20050206,4.7,-1.5,2.6
CGI,20050207,4.9,-3.4,1.5
CGI,20050208,5.5,-3.1,2.4
CGI,20050209,6.0,-3.6,2.3
CGI,20050210,7.4,-3.3,2.9
CGI,20050211,5.9,1.8,4.4
CGI,20050212,8.7,5.7,7.9
CGI,20050213,7.9,-0.4,3.2
CGI,20050214,3.9,-1.9,1.1
CGI,20050215,1.7,-4.2,0.0
CGI,20050216,1.5,-3.2,0.1
CGI,20050217,1.3,-2.5,-0.5
CGI,20050218,1.4,-1.6,-0.1
CGI,20050219,-0.5,-3.0,-1.7
CGI,20050220,1.5,-2.9,0.1
CGI,20050221,1.8,-3.8,-0.1
CGI,20050222,1.4,-3.3,-0.4
CGI,20050223,1.2,-4.4,-1.0
CGI,20050224,1.3,-5.6,-1.1
CGI,20050225,1.8,-3.7,-0.3
CGI,20050226,1.3,-3.7,-0.8
CGI,20050227,1.2,-6.1,-1.2
CGI,20050228,-2.9,-8.1,-5.1
CGI,20050301,-0.6,-10.1,-4.5
CGI,20050302,4.7,-8.7,-0.4
CGI,20050303,4.0,-5.4,1.3
CGI,20050304,3.6,-1.0,1.9
CGI,20050305,0.6,-2.5,-0.9
CGI,20050306,1.6,-4.1,-0.3
CGI,20050307,0.6,-7.3,-1.5
CGI,20050308,3.5,-2.3,0.8
CGI,20050309,7.1,0.6,4.4
CGI,20050310,7.3,-0.8,4.9
CGI,20050311,9.9,-2.9,5.1
CGI,20050312,5.1,0.9,3.8
CGI,20050313,7.5,-0.9,4.8
CGI,20050314,13.8,-3.0,8.0
CGI,20050315,15.6,2.8,11.3
CGI,20050316,16.2,1.9,11.6
CGI,20050317,17.4,2.1,12.8
CGI,20050318,18.7,4.3,13.9
CGI,20050319,18.9,4.7,14.2
CGI,20050320,17.3,5.5,13.4
CGI,20050321,16.3,4.5,12.3
CGI,20050322,12.4,6.7,10.4
CGI,20050323,15.1,8.0,12.3
CGI,20050324,13.9,8.3,11.6
CGI,20050325,15.8,5.8,12.2
CGI,20050326,15.8,7.9,12.9
CGI,20050327,13.9,8.5,11.7
CGI,20050328,15.5,7.6,12.6
CGI,20050329,15.7,7.3,13.0
CGI,20050330,13.9,6.4,11.8
CGI,20050331,12.1,3.4,9.5
CGI,20050401,15.2,6.7,11.7
CGI,20050402,17.2,3.6,12.6
CGI,20050403,16.4,4.2,12.8
CGI,20050404,16.3,4.2,12.9
CGI,20050405,16.5,5.0,13.2
CGI,20050406,19.0,7.0,16.1
CGI,20050407,13.3,8.5,9.1
CGI,20050408,9.2,4.4,7.1
CGI,20050409,5.0,0.6,4.3
CGI,20050410,9.8,2.5,7.5
CGI,20050411,11.1,5.6,8.9
CGI,20050412,11.1,6.4,9.4
CGI,20050413,13.0,7.0,10.4
CGI,20050414,17.2,3.2,13.2
CGI,20050415,12.9,6.2,10.8
CGI,20050416,7.2,0.3,4.0
CGI,20050417,3.2,0.3,1.3
CGI,20050418,11.5,2.0,8.1
CGI,20050419,11.6,5.8,9.3
CGI,20050420,9.9,4.8,7.6
CGI,20050421,14.2,5.8,10.8
CGI,20050422,15.5,2.2,11.3
CGI,20050423,12.6,6.8,11.2
CGI,20050424,11.0,9.1,10.3
CGI,20050425,14.1,7.3,10.8
CGI,20050426,18.0,8.3,14.4
CGI,20050427,16.5,9.2,13.6
CGI,20050428,19.3,7.0,15.2
CGI,20050429,23.3,9.3,19.0
CGI,20050430,23.8,10.0,20.1
CGI,20050501,27.3,10.7,22.6
CGI,20050502,24.9,11.2,21.2
CGI,20050503,17.6,11.7,14.5
CGI,20050504,16.5,8.5,14.5
CGI,20050505,15.8,8.4,12.4
CGI,20050506,13.3,7.8,11.4
CGI,20050507,12.4,6.4,11.1
CGI,20050508,14.7,5.4,12.3
CGI,20050509,15.5,6.6,13.1
CGI,20050510,15.6,5.3,12.4
CGI,20050511,17.3,7.3,14.4
CGI,20050512,17.1,7.0,13.6
CGI,20050513,19.9,10.6,16.0
CGI,20050514,14.6,9.7,12.9
CGI,20050515,20.3,9.0,17.1
CGI,20050516,12.6,6.6,11.3
CGI,20050517,18.7,4.9,13.6
CGI,20050518,13.2,7.8,11.4
CGI,20050519,18.0,4.8,13.7
CGI,20050520,21.9,7.1,17.9
CGI,20050521,19.5,12.1,17.0
CGI,20050522,18.6,11.3,15.7
CGI,20050523,14.1,8.3,12.1
CGI,20050524,20.0,6.1,15.6
CGI,20050525,24.5,8.7,19.9
CGI,20050526,25.7,11.6,22.5
CGI,20050527,27.5,14.1,24.1
CGI,20050528,29.2,15.5,25.1
CGI,20050529,29.0,16.6,25.0
CGI,20050530,22.1,11.0,18.5
CGI,20050531,20.3,8.8,17.8
CGI,20050601,22.1,11.5,19.0
CGI,20050602,24.7,9.5,20.5
CGI,20050603,28.0,11.4,23.4
CGI,20050604,21.9,12.8,19.4
CGI,20050605,19.3,10.2,17.5
CGI,20050606,18.0,13.1,16.7
CGI,20050607,20.6,10.2,18.4
CGI,20050608,18.4,8.7,15.4
CGI,20050609,17.9,10.8,15.9
CGI,20050610,20.1,8.7,16.7
CGI,20050611,23.3,6.3,18.9
CGI,20050612,25.7,11.4,21.9
CGI,20050613,23.3,14.8,18.9
CGI,20050614,15.9,14.2,15.2
CGI,20050615,22.2,10.5,19.4
CGI,20050616,24.9,15.5,21.9
CGI,20050617,26.7,13.4,23.3
CGI,20050618,28.0,16.9,25.3
CGI,20050619,28.7,15.6,24.6
CGI,20050620,28.5,13.8,24.4
CGI,20050621,29.0,15.9,25.0
CGI,20050622,31.2,16.5,27.0
CGI,20050623,29.8,19.3,26.7
CGI,20050624,32.4,17.8,28.0
CGI,20050625,27.6,16.3,23.3
CGI,20050626,30.3,16.5,25.7
CGI,20050627,29.4,17.9,26.5
CGI,20050628,31.2,17.9,27.1
CGI,20050629,27.7,16.3,23.4
CGI,20050630,25.3,15.8,22.9
CGI,20050701,21.2,14.2,18.1
CGI,20050702,23.4,14.2,20.3
CGI,20050703,26.5,14.8,23.1
CGI,20050704,24.6,11.4,19.6
CGI,20050705,20.4,10.5,17.5
CGI,20050706,18.2,9.7,14.9
CGI,20050707,17.3,12.9,14.6
CGI,20050708,18.5,9.4,15.2
CGI,20050709,20.0,7.8,17.1
CGI,20050710,23.8,12.9,20.8
CGI,20050711,23.4,14.5,21.4
CGI,20050712,25.6,17.1,23.0
CGI,20050713,27.1,16.2,23.7
CGI,20050714,28.5,14.0,24.4
CGI,20050715,31.8,15.7,28.4
CGI,20050716,32.0,17.7,28.2
CGI,20050717,31.1,16.2,26.9
CGI,20050718,29.6,15.7,22.9
CGI,20050719,23.9,14.4,21.2
CGI,20050720,24.8,11.3,21.7
CGI,20050721,25.2,14.3,22.6
CGI,20050722,25.4,13.0,21.6
CGI,20050723,22.9,11.4,19.7
CGI,20050724,23.3,15.2,19.9
CGI,20050725,27.5,16.4,23.2
CGI,20050726,29.6,16.6,25.6
CGI,20050727,31.1,16.3,26.6
CGI,20050728,34.1,18.0,29.2
CGI,20050729,30.1,17.1,26.7
CGI,20050730,25.2,15.0,22.1
CGI,20050731,24.6,14.1,21.6
CGI,20050801,23.9,14.1,21.4
CGI,20050802,18.2,15.4,16.2
CGI,20050803,20.7,14.5,18.4
CGI,20050804,23.4,12.6,20.6
CGI,20050805,25.0,11.5,21.0
CGI,20050806,24.7,17.1,22.1
CGI,20050807,19.9,11.5,17.4
CGI,20050808,20.9,9.1,18.4
CGI,20050809,23.3,8.5,19.1
CGI,20050810,26.0,11.9,22.2
CGI,20050811,23.6,14.3,21.6
CGI,20050812,26.1,10.8,21.9
CGI,20050813,25.6,13.4,22.2
CGI,20050814,21.0,11.9,18.1
CGI,20050815,17.3,11.4,15.6
CGI,20050816,22.4,11.2,19.5
CGI,20050817,23.6,10.6,19.4
CGI,20050818,22.7,13.1,19.7
CGI,20050819,25.3,13.6,20.9
CGI,20050820,20.9,13.1,17.5
CGI,20050821,18.1,13.2,16.3
CGI,20050822,19.5,14.4,17.0
CGI,20050823,21.0,13.8,18.6
CGI,20050824,23.1,12.7,20.1
CGI,20050825,22.8,15.0,19.7
CGI,20050826,22.7,13.0,19.9
CGI,20050827,19.3,11.3,16.9
CGI,20050828,23.5,13.9,20.7
CGI,20050829,24.7,12.4,21.0
CGI,20050830,27.4,14.5,23.2
CGI,20050831,27.5,15.0,23.7
CGI,20050901,27.8,14.6,24.7
CGI,20050902,27.7,16.1,23.5
CGI,20050903,26.5,16.9,23.0
CGI,20050904,26.5,16.5,23.2
CGI,20050905,26.2,15.8,23.0
CGI,20050906,24.7,15.5,21.3
CGI,20050907,25.6,13.3,22.0
CGI,20050908,24.7,13.3,22.0
CGI,20050909,22.7,15.5,20.0
CGI,20050910,24.0,14.3,20.9
CGI,20050911,19.4,13.3,16.9
CGI,20050912,19.2,12.8,16.6
CGI,20050913,21.9,12.1,18.9
CGI,20050914,23.2,12.1,19.6
CGI,20050915,23.3,11.2,19.8
CGI,20050916,23.9,12.1,19.6
CGI,20050917,14.6,9.8,11.8
CGI,20050918,12.3,9.2,11.2
CGI,20050919,13.0,10.2,11.6
CGI,20050920,16.3,9.8,14.1
CGI,20050921,16.4,8.3,14.2
CGI,20050922,18.6,6.6,14.6
