782,15/6/2020,12:01:29,27.1,100.8,42.7,6.88254E-08,1.85196E-05,,0,130.936,237.925,108.434,0,272.733,83.697,618.045,787.229,1128.41,1298.489,1672.114,1729.132,1913.108,2469.324,1930.49,2762.357,2957.363,2067.182,2642.127,2622.348,3115.522,2768.572,2978.151,2574.952,2665.746,2753.858,3252.456,3250.631,2833.57,3562.105,2831.351,2771.258,3039.525,2815.714,3847.267,3426.327,3143.598,3363.615,3707.37,3674.992,3630.278,3895.918,3881.242,4699.497,4460.55,4773.155,4753.855,4890.206,5276.798,4990.069,5251.002,4713.492,5495.758,5200.031,5103.593,5154.137,4763.587,4443.842,4273.438,3951.481,3765.298,3360.033,3217.241,2958.41,2428.581,2449.421,1968.199,1742.061,2127.395,1576.21,1516.061,1406.746,1059.042,1056.251,945.693,817.375,927.971,553.373,716.242,550.933,690.809,368.717,401.305,334.95,297.117,226.788,191.015,152.37,54.071,60.537,46.104,31.047,93.102,49.647,16.298,49.727,50.593,0,17.366,0,0,0,0,0,0,0,0,0,0,300,8,50,1,3,0.326,0,11.6,9678.25,14.3,749.9,1,3.93,7.46,779.2,ON,75.27,85.85,70.527,98.217,1.892,3463.813,Long Term,MASIN,,,,,Normal Scan,
783,15/6/2020,12:06:59,27.1,100.8,42.6,6.88254E-08,1.85196E-05,,0,0,118.963,0,99.141,454.554,844.5,1151.913,429.398,1062.034,1113.005,1210.826,1837.203,2114.487,1377.068,1481.56,2235.223,2243.209,2419.944,2611.735,2188.036,2598.56,2937.616,2777.872,2766.079,2880.844,3496.603,3015.574,3209.265,3000.906,3414.599,3168.25,3318.294,3484.902,3474.877,3626.849,3598.027,3653.62,4067.964,3792.195,3923.511,4263.305,4117.05,4388.49,4783.187,4667.44,4903.733,4833.22,4792.947,5317.192,5125.381,5407.234,5421.13,5303.691,4922.826,5527.414,5313.56,5333.243,5160.703,4540.631,4217.557,3815.632,3507.455,3037.598,2821.925,2642.105,2505.11,1858.134,2152.796,1605.011,1532.777,1571.759,1149.563,1048.451,1212.902,1043.62,1011.403,902.142,790.086,690.02,752.498,614.278,433.228,481.495,462.404,282.969,143.478,173.738,205.651,149.074,105.938,61.473,31.047,0,0,0,99.455,0,0,0,0,0,0,0,0,0,0,0,0,0,300,8,50,1,3,0.326,0,11.6,9678.01,14.3,749.9,1,3.93,7.46,779.2,ON,75.449,86.474,71.468,105.545,1.873,3569.287,Long Term,MASIN,,,,,Normal Scan,
784,15/6/2020,12:12:29,27.1,100.8,42.2,6.88254E-08,1.85196E-05,,0,130.936,237.925,0,198.283,272.733,251.092,488.828,618.36,1263.286,1409.745,1337.712,1458.918,1611.075,1567.013,2110.04,2330.081,2553.632,2994.626,3463.282,2632.512,2611.534,2765.259,2835.782,3293.337,3126.935,2554.715,3255.7,2851.783,3569.94,3354.899,3446.157,3374.197,3102.688,3090.84,3710.055,3465.014,3552.773,4058.319,3574.691,3541.59,3598.54,3908.483,3983.149,4179.422,4278.764,4387.509,5007.574,4960.793,4746.723,5473.393,5148.24,5348.228,5122.956,5976.237,5399.019,5350.358,5323.038,5007.569,4263.724,3827.556,3885.242,3586.586,3530.343,2611.261,2673.368,2664.456,2360.685,2037.444,1753.332,1698.318,1345.857,1097.127,1326.982,1125.551,1249.5,1011.669,1006.468,731.22,749.593,604.678,582.44,368.717,442.821,334.95,254.672,255.485,248.925,102.823,134.168,90.802,61.471,77.617,31.544,0,32.596,0,0,0,17.366,0,0,0,0,0,0,0,0,0,0,300,8,50,1,3,0.326,0,11.6,9678.01,14.3,749.9,1,3.93,7.46,779.2,ON,76.071,86.507,71.249,101.815,1.885,3553.807,Long Term,MASIN,,,,,Normal Scan,
785,15/6/2020,12:17:59,27.1,100.8,41.9,6.88254E-08,1.85196E-05,,145.112,0,0,108.434,0,181.822,502.184,643.336,1336.341,1460.308,1236.669,1268.481,2053.305,2257.126,1479.993,2154.931,2277.37,2723.867,2465.279,3177.101,2837.657,2923.467,3352.368,3083.867,3094.576,3056.496,2768.267,3241.95,2970.961,2678.175,2926.643,2970.925,3296.15,2936.447,3230.165,3435.724,2927.289,3339.401,3663.195,3841.797,3688.137,4167.736,3786.753,4313.792,4152.922,4189.951,4874.413,5050.173,5032.808,5087.494,5598.406,6014.097,5065.731,5247.63,5284.626,5226.583,5257.382,4734.155,4443.55,4722.909,4224.571,3740.152,3603.494,3300.404,2958.448,2560.332,2139.829,1976.836,1994.717,1658.183,1522.401,1477.792,1342.402,1074.516,1176.719,1069.132,778.444,705.772,645.241,690.015,694.555,505.399,436.997,359.789,460.556,198.078,272.603,115.827,102.823,104.352,90.805,46.104,31.047,63.09,0,16.298,0,16.864,17.058,17.366,35.372,0,0,0,0,0,0,20.043,0,0,300,8,50,1,3,0.326,0,11.6,9678.01,14.3,749.9,1,3.93,7.46,779.2,ON,75.435,85.287,70.144,91.398,1.89,3534.857,Long Term,MASIN,,,,,Normal Scan,
786,15/6/2020,12:23:29,27.2,100.8,41.7,6.88545E-08,1.85243E-05,,145.183,130.997,0,108.48,297.543,272.837,669.823,850.107,852.584,1134.806,1422.596,1499.576,1881.941,1557.376,2453.539,2451.849,2826.341,4055.355,4460.891,4431.536,5071.324,4668.69,4926.316,4972.861,5066.111,4614.376,6157.946,6672.439,7403.65,7770.551,7925.357,8108.987,7854.64,7390.298,6753.557,7206.002,5866.209,6178.369,5810.758,6100.653,6425.45,5673.242,5708.697,5455.805,5403.399,5466.98,5831.543,5669.275,5391.548,5532.95,5388.588,5539.949,5317.591,5754.335,5557.174,5426.09,5211.279,4926.476,4824.07,4243.702,4812.659,3810.434,3386.874,2975.559,3166.05,2161.512,2473.897,2122.766,1554.451,1833.911,1398.707,1268.329,1301.741,1173.999,914.076,844.254,1024.994,784.232,724.305,809.49,679.932,520.193,518.877,401.418,321.01,282.992,215.238,101.353,88.139,74.544,90.807,30.737,77.622,47.322,16.031,16.299,24.856,75.903,0,0,0,0,0,0,0,0,0,0,0,0,300,8,50,1,3,0.326,0,11.6,9679.8,14.3,749.9,1,3.93,7.46,779.3,ON,59.188,74.899,62.237,44.508,1.816,4826.502,Long Term,MASIN,,,,,Normal Scan,
787,15/6/2020,12:28:59,27.3,100.8,41.4,6.88836E-08,1.85291E-05,,435.764,131.058,119.068,0,198.442,363.922,335.034,1236.965,1360.68,996.305,928.053,1326.912,1351.608,1526.812,2218.165,2594.787,1655.31,1683.111,2495.307,2649.839,3078.216,2469.527,2850.22,3004.58,2673.482,2888.093,2866.24,2876.356,3273.827,3385.872,3274.585,2698.787,3423.915,3170.258,2873.688,3488.107,3471.046,3454.154,3709.875,4045.213,3897.006,3575.999,4508.223,3951.972,3934.17,4329.57,4336.275,4528.054,4545.035,5239.468,5173.961,5142.763,5160.746,5528.525,5392.957,5189.294,4670.112,5692.775,5146.837,4596.107,4056.252,4024.834,3486.716,3098.955,2721.75,2552.029,2109.204,1813.564,1855.096,1664.338,1342.265,1266.917,906.499,1052.501,1130.036,897.391,817.46,843.667,668.593,790.677,700.339,447.049,614.602,442.87,348.946,212.253,172.196,173.763,205.685,134.184,75.677,30.74,15.525,15.774,48.097,32.599,16.578,16.866,0,17.368,0,18.021,18.368,0,0,0,0,20.045,0,20.78,300,8,50,1,3,0.326,0,11.6,9681.59,14.3,749.9,1,3.93,7.46,779.3,ON,75.147,85.65,70.455,113.419,1.889,3469.064,Long Term,MASIN,,,,,Normal Scan,
788,15/6/2020,12:34:29,27.4,100.8,41.1,6.89127E-08,1.85338E-05,,145.326,131.12,0,0,297.783,546.092,502.734,928.051,859.665,1280.047,1530.722,865.648,1514.215,1662.725,1995.903,2066.69,2236.794,2084.306,2118.794,2112.113,3280.511,2900.575,2470.682,2852.299,2598.512,2776.924,3285.202,2856.576,3385.691,3066.682,3170.567,3144.513,2791.81,2490.642,3262.585,3093.131,3307.788,3696.187,3718.157,3450.079,3851.964,4133.264,3850.017,4247.952,4494.994,4027.338,4442.881,4416.392,4610.135,5123.162,5179.94,5577.909,5135.291,5571.695,6007.822,5886.382,5391.576,5087.508,4910.893,4464.623,4490.831,3779.458,3555.426,3414.611,2610.204,2711.452,2600.226,2153.664,2057.203,1815.218,1721.597,1302.941,1330.741,1196.92,1095.636,1012.193,949.267,1013.279,636.585,753.751,755.407,516.11,422.11,484.421,286.688,360.311,200.903,144.807,117.533,104.37,90.82,122.965,31.052,15.775,0,16.301,49.736,0,0,0,0,0,0,0,0,0,0,0,0,20.781,300,8,50,1,3,0.326,0,11.6,9683.37,14.3,749.9,1,3.93,7.46,779.4,ON,77.062,87.105,71.773,101.815,1.889,3512.982,Long Term,MASIN,,,,,Normal Scan,
789,15/6/2020,12:39:59,27.5,100.8,40.8,6.89417E-08,1.85385E-05,,0,0,0,108.617,0,364.201,586.737,696.268,859.95,996.907,928.602,1327.677,1027.783,1259.931,2043.976,1617.769,2828.277,2124.838,3244.529,3017.234,2771.474,2596.593,3191.02,3189.25,3093.056,2933.811,3290.365,3181.567,3230.946,3209.728,2758.802,2662.638,2622.951,2703.698,2983.307,2949.023,3161.983,3621.09,3463.826,3267.844,3881.284,3599.605,3821.076,4470.593,4122.149,4266.477,4695.474,4395.511,4683.568,5020.712,5607.657,5339.343,5529.504,5196.422,5990.939,5493.101,5000.602,5620.297,4937.207,4825.79,4224.898,3696.882,3700.568,3022.813,2837.499,2480.574,2399.232,2055.942,1967.613,1699.909,1414.109,1098.905,1301.026,1214.344,1040.593,863.231,947.895,796.893,621.951,869.096,555.13,555.489,570.358,404.781,376.906,268.888,186.563,72.408,161.616,59.643,75.685,46.114,0,0,32.068,48.905,16.579,16.868,0,34.74,0,0,0,0,18.978,0,0,0,0,0,300,8,50,1,3,0.326,0,11.6,9685.16,14.3,749.9,1,3.93,7.46,779.5,ON,76.761,86.322,71.381,101.815,1.875,3471.395,Long Term,MASIN,,,,,Normal Scan,
790,15/6/2020,12:45:29,27.5,100.8,40.6,6.89417E-08,1.85385E-05,,289.096,130.434,0,0,197.552,543.478,83.396,692.821,1212.334,727.599,1232.364,1239.647,1638.444,1675.013,1969.543,2013.531,2143.769,2187.659,3499.339,2865.58,3158.442,3409.925,2619.941,2997.997,2551.844,2814.476,3511.305,3312.414,3670.554,2795.243,3161.552,3450.909,2515.889,3038.465,3607.786,3046.065,3411.554,3115.286,3235.466,3699.686,3399.871,3366.393,4397.62,3897.691,4570.869,4351.352,4335.452,4933.536,4961.31,4978.612,5248.616,5111.78,5366.313,5274.184,5871.951,5634.288,5315.789,5711.599,5071.234,4926.234,4298.353,4086.348,3548.369,3606.844,2534.087,2343.667,2229.015,2105.728,1817.111,1714.846,1553.388,1422.891,1467.71,1195.885,1161.402,1116.551,827.913,794.937,697.007,647.184,522.553,580.757,472.965,555.589,278.309,239.827,286.119,158.798,73.235,118.915,105.628,91.943,77.396,15.727,47.952,16.251,0,16.816,0,17.316,0,0,0,0,0,0,19.569,0,0,0,300,8,50,1,3,0.327,0,11.6,9685.16,14.3,749.9,1,3.93,7.46,778.2,ON,76.318,86.157,70.925,101.815,1.889,3547.75,Long Term,MASIN,,,,,Normal Scan,
791,15/6/2020,12:50:59,27.6,100.8,40.6,6.89708E-08,1.85433E-05,,145.469,262.485,0,108.663,298.022,546.51,586.951,619.121,788.536,531.852,1424.306,1443.538,1731.486,1310.718,1998.011,1886.852,2195.589,2726.853,2611.769,2900.933,3077.549,3253.562,3095.018,2685.68,3260.724,2479.024,3060.818,3511.948,2925.542,2952.72,2867.322,2740.151,2606.239,2639.865,3079.971,2696.534,2633.496,3214.338,3528.102,3076.699,3228.373,3567.496,3266.878,4038.403,4043.235,4298.281,4763.438,4666.464,5151.801,5366.163,4768.101,5274.31,5626.222,5370.239,5575.721,5575.475,5520.216,6011.856,4868.866,5125.759,4497.08,4160.257,3851.14,3228.781,2511.193,2740.604,1902.736,1814.085,1803.367,1613.191,1381.483,1360.51,1156.871,894.295,1162.74,1068.582,1104.735,803.429,718.491,690.236,608.079,552.295,437.124,359.891,195.444,155.679,157.871,144.826,117.546,149.121,30.277,61.489,0,0,16.035,32.606,0,0,0,17.372,0,0,0,0,0,0,0,0,0,0,300,8,50,1,3,0.326,0,11.59,9686.7,14.3,749.9,1,3.93,7.46,779.6,ON,77.66,85.902,70.949,113.419,1.887,3454.839,Long Term,MASIN,,,,,Normal Scan,
792,15/6/2020,12:56:29,27.6,100.8,40.2,6.89708E-08,1.85433E-05,,144.619,0,0,0,197.631,181.229,333.704,1078.095,1070.072,793.994,1540.92,1523.015,1804.628,1505.629,2130.236,2148.294,2312.397,3034.947,2640.849,3035.295,2808.598,3711.693,3190.117,3106.367,2795.839,3270.116,3925.685,3478.344,3159.923,3123.418,2909.883,2668.48,3466.529,2968.207,2970.843,2946.192,2722.7,2723.995,3137.305,2975.274,3532.692,3473.214,3395.816,3956.463,4314.194,4294.858,4430.64,4558.479,5096.005,5185.829,5405.062,4734.734,5627.284,5636.119,5358.506,5690.294,5526.613,5423.079,4943.037,4603.44,4627.918,4063.077,3319.179,3357.081,2656.841,2221.486,2290.694,1863.663,1772.238,1356.881,1594.222,1404.011,1207.695,1065.304,1071.225,930.058,887.32,683.278,782.014,661.799,538.845,442.808,485.52,432.52,417.505,141.083,243.215,115.496,131.827,104.057,60.362,30.648,46.438,15.727,31.969,16.252,16.529,16.816,17.01,0,0,0,18.314,0,0,19.307,0,0,0,0,300,8,50,1,3,0.327,0,11.59,9686.95,14.3,749.9,1,3.93,7.46,778.3,ON,75.893,84.908,69.776,105.545,1.894,3498.12,Long Term,MASIN,,,,,Normal Scan,
793,15/6/2020,13:01:59,27.7,100.8,39.9,6.89999E-08,1.8548E-05,,144.69,0,0,0,98.855,271.947,500.739,770.335,1070.412,1125.175,1479.722,1494.838,1131.482,1857.422,2178.13,2372.612,2208.884,2375.567,3129.495,3210.792,3511.447,3387.731,3712.826,3298.201,2788.419,3228.39,3512.944,3119.477,3073.803,3077.84,2733.357,2924.523,2664.812,2556.054,2306.94,2593.843,3027.824,2739.957,3113.488,3283.702,3139.311,3328.452,4175.206,4119.838,4083.949,3818.013,4795.135,4622.498,4468.61,5100.409,4593.1,5084.948,4846.407,5084.704,5227.269,5527.34,4485.712,4622.719,4679.821,4039.753,3981.827,3427.332,3550.239,3039.128,2553.186,2182.946,2115.713,1803.114,1684.031,1425.243,1291.575,1134.925,1200.599,1017.894,867.32,941.462,824.2,625.594,748.496,542.525,603.004,499.784,272.361,248.392,222.673,155.199,114.46,101.068,102.537,148.659,150.915,0,77.405,15.728,0,16.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,8,50,1,3,0.327,0,11.59,9688.49,14.3,749.9,1,3.93,7.46,778.4,ON,73.656,82.975,68.217,105.545,1.892,3337.588,Long Term,MASIN,,,,,Normal Scan,
794,15/6/2020,13:07:29,27.7,100.8,39.7,6.89999E-08,1.8548E-05,,289.38,0,0,0,0,90.649,667.652,462.201,713.608,794.232,1294.763,1609.848,2112.044,1696.856,1467.858,2238.329,2943.842,2162.742,2687.002,3233.029,2960.022,3697.017,3407.536,3459.655,3489.789,3684.22,4147.141,3207.351,3222.137,3322.91,3463.143,3137.611,3077.647,2977.61,2784.299,2987.661,2495.614,3445.934,3248.101,3103.332,3214.536,3316.744,3732.785,3043.979,4060.977,4134.181,4416.752,4804.454,5062.743,5068.554,5681.087,5264.034,5179.235,5250.265,5765.593,5454.402,5487.919,5185.644,5341.403,4553.055,4519.436,4068.398,3749.871,3220.735,2789.349,2444.938,2476.499,2100.442,1681.388,1605.886,1641.304,1275.47,1159.835,1235.227,982.098,847.754,941.799,849.856,695.969,569.006,790.617,551.376,438.235,419.526,231.008,352.732,200.307,158.816,175.778,59.464,60.366,30.65,61.921,0,0,0,16.53,0,0,0,0,0,18.315,0,0,0,0,0,0,0,300,8,50,1,3,0.327,0,11.59,9688.49,14.3,749.9,1,3.93,7.46,778.4,ON,76.137,85.036,69.932,101.815,1.891,3534.719,Long Term,MASIN,,,,,Normal Scan,
795,15/6/2020,13:12:59,27.8,100.8,39.5,6.9029E-08,1.85528E-05,,144.761,0,0,0,98.895,272.051,333.947,693.543,1356.305,1456.552,1603.522,1782.798,2317.491,1556.632,3350.464,2347.982,2828.516,2580.07,3028.176,3700.519,3171.103,3675.72,3902.527,4028.914,3928.088,3649.599,3562.408,4333.483,3493.948,3817.933,3567.432,3400.186,3515.843,3201.332,2535.301,3062.002,2747.732,3257.346,3411.37,3456.317,3557.491,3256.524,3673.494,3689.664,3873.919,4474.118,4612.159,5192.584,5161.465,5374.851,5899.629,5726.14,6149.512,5579.464,6138.249,5125.84,5566.838,5399.091,5167.571,4961.211,4255.331,3914.602,3276.849,3114.544,2638.207,2720.134,1927.318,1904.226,1811.875,1650.878,1465.996,1473.887,1126.457,1208.828,816.352,785.862,976.938,538.52,827.347,688.129,683.437,580.865,572.012,432.325,440.83,296.313,300.478,144.387,58.596,133.802,45.277,45.978,20.335,42.257,0,16.253,0,33.637,0,0,17.638,0,0,18.551,0,0,0,0,0,0,300,8,50,1,3,0.327,0,11.59,9690.27,14.3,749.9,1,3.93,7.46,778.4,ON,73.628,82.858,67.702,94.746,1.906,3730.56,Long Term,MASIN,,,,,Normal Scan,
796,15/6/2020,13:18:29,27.8,100.8,39.4,6.9029E-08,1.85528E-05,,289.522,130.617,0,0,98.895,272.051,751.382,1145.065,1256.235,1360.078,2035.223,1495.276,2101.925,2008.598,2604.95,2283.673,2481.76,2855.036,3301.398,2670.024,3074.934,3012.794,3619.932,3842.529,4023.376,3662.042,3663.12,3171.819,3496.739,3309.902,3554.268,3137.983,2992.258,3327.634,2398.926,2590.626,3029.424,3428.292,3411.431,2812.303,3226.803,3337.269,3312.241,3644.756,4352.489,3900.22,4362.322,5359.18,4535.394,5560.247,5339.308,5897.022,5272.196,5843.29,6061.521,5984.643,5411.546,5393.63,5040.045,5133.871,4591.744,3665.117,3924.543,3258.366,3060.703,2419.688,2327.426,2123.609,2164.828,1795.024,1299.493,1232.838,1348.022,1009.629,1109.741,1055.649,916.352,644.307,582.411,770.412,523.581,633.942,422.189,372.606,375.79,197.542,214.628,173.264,58.596,74.334,105.649,15.326,0,0,0,0,16.531,0,17.012,0,0,17.97,0,0,0,0,39.144,0,0,0,300,8,50,1,3,0.327,0,11.59,9690.27,14.3,749.9,1,3.93,7.46,778.4,ON,75.404,83.828,68.501,101.815,1.916,3659.813,Long Term,MASIN,,,,,Normal Scan,
797,15/6/2020,13:23:59,27.8,100.8,39.4,6.9029E-08,1.85528E-05,,289.522,62.518,61.87,108.166,395.579,544.101,584.408,1001.784,1070.774,1324.158,1110.174,1265.237,1401.26,2014.524,2173.038,2425.929,2509.685,2723.082,2651.037,2948.015,3276.457,3369.224,3743.251,3489.644,3658.628,3554.665,3539.468,3861.496,3566.592,3128.312,3713.783,3494.926,3139.203,3097.58,3211.324,3085.949,3282.531,3524.556,3342.463,3879.462,3317.112,3539.777,3703.049,4488.15,3947.232,4341.362,4677.976,4914.523,5143.134,5100.816,5604.251,6000.646,5261.943,5752.885,5711.535,5597.611,5441.227,5640.988,5351.978,4946.296,4879.232,4160.419,3861.455,3337.867,2790.095,2744.097,2538.923,1917.375,1872.095,1672.943,1681.974,1387.215,1175.404,1250.213,1183.13,1068.484,1045.731,873.288,801.073,582.264,804.054,550.272,412.172,358.809,334.03,197.54,171.704,144.387,58.596,44.6,75.462,0,61.924,47.188,15.987,16.253,16.531,0,0,0,0,0,0,0,0,0,19.572,0,0,20.721,300,8,50,1,3,0.327,0,11.59,9690.27,14.3,749.9,1,3.93,7.46,778.4,ON,75.107,84.481,69.353,91.398,1.899,3723.124,Long Term,MASIN,,,,,Normal Scan,
798,15/6/2020,13:29:29,27.8,100.8,39.4,6.9029E-08,1.85528E-05,,144.761,0,0,432.686,296.685,272.051,1252.303,616.482,1674.519,1889.75,1850.237,1840.322,2155.827,1807.709,1894.485,2731.445,2187.308,2397.024,2677.596,3140.116,3556.615,4443.42,3224.037,3381.918,3956.089,3715.165,3907.116,3372.816,3850.441,3864.028,3507.823,3436.41,3781.352,3471.43,3226.341,3199.447,3740.986,2703.69,3368.03,3371.261,3523.799,3913.426,3806.39,3551.601,3699.145,3849.463,3946.063,4595.186,4709.754,4395.462,4982.118,5008.737,5172.879,4897.367,5191.547,4889.685,4894.875,4537.375,4232.946,4243.829,3940.374,3200.439,3138.123,2777.153,2426.386,2295.927,2151.232,1943.815,1759.954,1422.557,1558.656,1062.803,1155.086,1163.319,1132.067,1017.098,981.069,821.158,745.696,757.16,590.111,428.207,391.688,531.371,278.364,324.533,286.17,72.193,102.543,59.467,30.185,15.326,77.406,15.729,15.987,32.507,0,16.818,17.012,0,35.276,0,0,0,0,0,19.572,0,0,0,300,8,50,1,3,0.327,0,11.59,9690.27,14.3,749.9,1,3.93,7.46,778.4,ON,68.719,81.263,65.756,101.815,1.929,3549.561,Long Term,MASIN,,,,,Normal Scan,
799,15/6/2020,13:34:59,27.8,100.8,39.5,6.9029E-08,1.85528E-05,,0,0,0,0,395.579,544.101,918.364,1155.904,1713.241,1257.931,2973.171,2461.14,2927.476,3147.61,2889.107,3231.926,3753.938,4396.472,3953.601,4842.472,4432.765,4809.653,4870.274,5017.97,5106.648,5282.501,4525.927,4424.957,5065.714,4806.443,4452.283,4849.566,4897.926,4155.703,4327.498,3921.388,4686.87,3932.494,4288.056,3880.709,4317.332,3929.439,4691.195,4620.28,4457.749,4254.26,4539.919,5145.746,5599.282,5815.639,5504.544,5594.969,5960.055,6202.091,6034.192,6152.608,6025.444,5560.393,5783.878,5232.197,4907.287,4194.284,3676.507,3751.136,3028.94,3054.496,2280.138,2432.19,2202.323,2113.63,1603.783,1544.067,1445.781,1370.086,1252.641,1277.905,1063.406,1001.688,798.236,727.844,630.309,769.507,708.2,496.806,535.618,233.062,214.627,202.147,190.439,163.537,60.369,45.978,46.443,31.458,15.987,16.253,33.061,0,0,0,0,0,0,0,0,0,0,0,0,0,300,8,50,1,3,0.327,0,11.59,9690.27,14.3,749.9,1,3.93,7.46,778.4,ON,66.153,79.887,64.411,98.217,1.934,4466.231,Long Term,MASIN,,,,,Normal Scan,
800,15/6/2020,13:40:29,27.7,100.8,39.6,6.89999E-08,1.8548E-05,,0,261.112,0,108.121,98.855,90.649,584.195,1232.552,927.691,1323.726,1479.715,1552.326,1961.235,2048.544,2499.753,2820.291,3134.084,2854.867,2714.728,3247.692,3539.575,3683.737,4051.973,3998.797,3478.47,4155.454,4623.738,4582.816,4180.278,3838.075,3715.412,3688.723,3512.424,3523.352,3578.707,3178.892,3427.711,3324.348,3324.344,3442.157,3528.711,3710.192,3264.011,3414.248,4175.153,3978.257,4134.145,5013.682,4569.39,4351.245,5184.386,4991.75,5239.443,5024.134,5634.914,5140.9,4998.663,5098.183,5047.394,4613.739,4628.702,3898.165,3922.952,3320.768,3161.072,2881.81,2333.23,2310.589,1930.112,1878.976,1710.628,1577.941,1281.335,1124.988,1002.799,1143.203,877.098,736.759,691.738,720.943,757.325,432.237,661.502,488.849,306.182,324.507,171.694,216.569,117.185,89.196,30.183,61.3,15.481,31.457,15.986,0,16.53,0,0,17.318,0,17.969,0,0,0,0,0,0,0,20.721,300,8,50,1,3,0.327,0,11.59,9688.49,14.3,749.9,1,3.93,7.46,778.4,ON,71.146,83.036,67.42,101.815,1.921,3747.307,Long Term,MASIN,,,,,Normal Scan,
801,15/6/2020,13:45:59,27.5,100.8,39.8,6.89417E-08,1.85385E-05,,0,0,118.513,108.029,197.552,90.58,667.166,1078.933,712.013,1719.757,1293.969,1379.042,2100.223,1906.691,2271.678,2281.995,2480.054,3074.274,2864.306,3066.843,3782.701,3330.19,3190.108,3471.489,3709.445,3812.755,3762.688,3546.299,3436.881,3196.683,3816.175,3675.026,3514.855,3410.505,3590.188,3226.393,3790.83,3482.202,3836.748,3980.832,3649.561,3384.459,3791.701,3773.405,4362.725,5044,4938.183,4235.835,4989.157,5402.458,5273.847,5263.699,5492.089,4768.502,4871.625,4894.143,5161.391,5101.231,4532.843,4375.275,3807.13,3515.942,3558.448,3133.4,2920.306,2624.82,2336.814,2187.507,1933.627,1548.704,1311.45,1239.929,1088.635,1059.299,991.389,815.888,821.101,612.477,800.93,705.834,558.08,513.23,531.049,366.334,366.665,311.791,171.674,230.982,90.148,86.882,30.179,30.647,15.478,15.727,63.936,16.251,0,0,0,0,17.635,0,18.313,0,18.919,0,0,0,0,0,300,8,50,1,3,0.327,0,11.6,9684.92,14.3,749.9,1,3.93,7.46,778.2,ON,71.436,82.287,67.422,94.746,1.893,3636.692,Long Term,MASIN,,,,,Normal Scan,
802,15/6/2020,13:51:29,27.2,100.8,40,6.88545E-08,1.85243E-05,,433.005,130.252,0,107.893,197.314,180.952,333.219,1076.599,1353.626,1519.889,1723.742,1492.68,1873.116,2115.11,2695.566,2369.858,2478.302,2882.856,3229.543,2886.739,3610.168,3365.402,3758.593,4050.445,3720.132,3680.205,4008.832,3975.039,3830.609,3827.977,4031.689,3291.242,4065.656,3434.905,3579.386,3616.892,3275.745,3142.438,3831.868,3603.893,3610.752,3335.952,3851.99,4360.201,3831.533,4547.219,4535.533,4913.997,5188.471,4814.868,5313.675,5405.588,5230.485,5257.418,5911.139,5726.438,5676.102,5240.842,5221.06,4571.576,4628.076,4083.234,3459.797,3461.627,2864.313,3028.977,2611.827,2022.02,2178.178,1641.16,1886.8,1605.12,1449.605,1450.251,999.901,957.51,1008.848,781.76,800.778,661.428,669.81,580.651,490.121,396.939,253.595,333.414,176.823,259.806,146.443,74.308,90.524,45.962,15.476,62.896,23.259,25.096,0,0,17.006,0,17.632,0,0,18.545,0,0,0,0,0,0,300,8,50,1,3,0.327,0,11.6,9679.55,14.3,749.9,1,3.93,7.46,778,ON,72.661,83.618,68.115,101.815,1.916,3821.965,Long Term,MASIN,,,,,Normal Scan,
803,15/6/2020,13:56:59,27.1,100.8,40.1,6.88254E-08,1.85196E-05,,435.335,0,0,0,99.141,363.643,836.994,1029.64,1405.6,1462.422,1422.159,2133.367,2269.017,2668.758,2849.143,2199.867,3004.889,3461.298,3491.597,4042.885,3745.549,4317.504,4092.886,4428.253,3854.171,4347.068,4362.969,4593.893,4534.512,3986.046,3894.958,3776.745,3968.886,3814.359,3269.161,3530.43,3568.4,2908.011,3394.579,3551.399,3518.302,4084.462,3648.608,4026.159,4268.952,4572.73,4450.119,4587.559,4957.608,5156.777,5174.597,5193.384,5342.994,5394.492,5292.463,5700.153,5658.949,5143.492,5186.427,4654.067,4692.147,4225.718,3481.234,3487.443,3180.948,2585.385,2551.51,2091.681,1947.46,1841.103,1497.274,1441.586,1251.979,1306.366,913.37,1010.09,758.82,973.872,776.927,663.496,748.303,591.423,596.098,498.173,359.314,229.97,269.832,219.972,58.756,59.63,75.668,61.471,15.523,15.772,16.03,0,16.576,16.864,34.116,0,17.686,0,18.366,18.601,37.947,0,0,0,0,0,300,8,50,1,3,0.326,0,11.6,9677.77,14.3,749.9,1,3.93,7.46,779.2,ON,69.487,81.584,66.001,105.545,1.929,3934.099,Long Term,MASIN,,,,,Normal Scan,
