Sample File,C:\Users\fvanden\Documents\AIMdata\LongTerm.4.S82,
AIM Version,10.3.0.3
Classifier Model,3082       ,Classifier S/N,3082001651003   ,Classifier Firmware Version,2.10
Neutralizer Model,3088,Neutralizer S/N,3088011703001
Impactor (cm),0.0508,Impactor S/N,5080134
DMA Model,3081,DMA S/N,3081A1651001
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3775 Low Flow,Detector S/N,3775141101, 
Detector Sample Flow (L/min),0.30,Detector Inlet Flow (L/min),0.30
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),57.00
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,Raw Counts
Weight,Number
738,15/6/2020,07:59:29,27.5,100.9,39.2,6.88734e-008,1.85385e-005,,4.000,3.000,0.000,6.001,6.001,19.002,24.002,28.142,34.865,55.007,75.010,65.763,67.773,81.494,83.013,98.015,107.016,119.019,139.942,125.105,129.004,166.705,162.479,147.712,195.460,213.912,214.637,208.378,216.156,230.943,213.662,293.351,289.986,253.924,332.451,308.593,319.599,362.157,314.055,371.239,398.749,415.683,381.237,411.205,400.125,390.648,416.195,456.480,439.372,467.714,415.700,449.065,424.704,450.760,417.095,362.542,377.363,356.705,363.332,328.038,313.289,311.260,305.988,277.229,266.674,237.035,221.075,204.219,191.845,181.783,162.227,162.711,138.514,131.023,112.377,103.466,100.493,78.518,82.552,61.688,58.011,72.387,71.555,58.088,47.618,41.990,32.408,28.003,21.276,26.730,13.002,6.001,4.000,13.002,5.001,4.000,3.000,3.000,1.000,1.000,3.000,0.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.61,9686.54, 14.3,749.9,1.000,3.93,7.46,778.3,ON,69.374,86.119,69.153,85.053,1.933,4.056209e+003,Long Term,MASIN,,,,,Normal Scan,
739,15/6/2020,08:04:59,27.5,100.9,39.4,6.88734e-008,1.85385e-005,,1.000,1.000,0.000,2.000,10.001,9.001,15.367,33.639,45.776,59.237,65.593,93.429,86.771,89.254,99.014,107.728,133.294,146.152,153.834,175.677,193.420,178.260,181.871,225.631,185.881,214.634,192.483,204.180,225.470,270.054,224.278,239.592,255.246,309.813,295.892,306.120,328.402,356.358,399.116,362.142,382.404,413.747,423.808,432.187,439.962,420.983,453.918,422.664,424.372,424.705,450.171,428.855,466.205,427.955,423.235,368.928,381.057,367.113,359.121,343.294,305.741,262.292,289.030,272.543,236.789,271.128,234.194,208.181,211.551,211.544,174.619,175.526,151.858,141.957,112.147,116.764,99.214,111.020,82.655,65.369,82.014,66.009,71.011,57.733,40.893,53.992,40.411,26.003,31.003,12.001,23.002,15.002,11.001,16.002,9.001,2.000,1.000,4.000,4.000,2.000,2.000,1.000,1.000,3.000,0.000,0.000,0.000,0.000,1.000,0.000,300,8,50,1,3.000,0.327,0.00,11.61,9686.54, 14.3,749.9,1.000,3.93,7.46,778.3,ON,68.154,85.879,68.229,76.351,1.958,4.238555e+003,Long Term,MASIN,,,,,Normal Scan,
740,15/6/2020,08:10:29,27.5,100.9,39.4,6.88734e-008,1.85385e-005,,2.000,1.000,0.000,3.000,8.001,17.002,35.004,48.007,61.779,72.241,73.010,98.016,112.018,131.023,124.510,166.252,144.282,164.117,175.819,200.210,209.006,208.573,207.760,253.222,231.110,238.712,253.205,234.834,256.318,238.792,258.286,287.613,295.117,303.285,320.061,334.904,334.551,340.060,369.979,340.222,388.584,420.153,391.948,391.440,408.886,404.006,431.872,430.979,449.070,444.150,432.321,378.222,423.177,391.562,405.594,352.914,357.042,372.115,342.115,317.282,330.316,267.728,275.626,231.931,229.940,242.113,223.037,218.411,212.935,173.368,139.319,154.189,113.557,132.352,126.161,108.021,94.016,97.015,88.335,67.586,70.114,80.201,63.743,49.086,50.007,46.006,36.005,29.004,27.003,31.005,22.002,12.001,9.001,10.001,6.001,7.001,4.000,5.001,2.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.61,9686.54, 14.3,749.9,1.000,3.93,7.46,778.3,ON,63.584,81.794,64.256,63.780,1.982,4.366803e+003,Long Term,MASIN,,,,,Normal Scan,
741,15/6/2020,08:15:59,27.5,100.9,39.5,6.88734e-008,1.85385e-005,,5.001,3.000,3.000,6.001,4.000,12.001,23.003,34.004,50.007,57.008,75.010,100.015,81.010,99.016,116.016,132.734,170.322,144.189,166.782,188.682,210.483,213.537,243.672,224.944,250.485,241.350,226.559,268.212,281.756,269.998,260.077,259.809,264.108,293.613,302.746,300.102,289.887,357.357,329.053,333.153,339.375,365.364,407.957,400.202,397.386,425.705,398.911,434.425,415.591,412.131,420.317,445.771,381.677,383.903,386.006,358.588,341.796,360.301,342.297,311.467,276.076,298.816,246.758,252.350,232.676,223.009,213.204,190.266,193.735,176.124,155.036,172.213,144.540,130.345,125.024,93.016,108.298,96.522,67.228,75.011,67.526,75.682,56.740,45.810,48.282,30.003,26.003,33.915,25.366,33.731,15.002,11.001,4.000,8.001,14.002,4.000,1.000,1.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.61,9686.54, 14.3,749.9,1.000,3.93,7.46,778.3,ON,64.381,81.913,64.742,79.148,1.967,4.217234e+003,Long Term,MASIN,,,,,Normal Scan,
742,15/6/2020,08:21:29,27.6,100.9,39.6,6.89025e-008,1.85433e-005,,1.000,0.000,0.000,4.000,0.000,19.002,22.002,31.003,31.427,54.774,58.332,71.497,84.687,97.339,96.015,106.016,128.780,137.268,171.637,141.861,161.296,163.357,187.010,221.043,212.239,217.480,213.425,192.040,214.934,238.471,253.627,229.185,256.065,236.355,283.776,272.268,281.297,304.007,324.652,323.877,325.193,367.784,372.689,382.211,384.551,367.865,421.302,407.282,394.003,426.718,406.743,407.147,404.358,371.935,387.909,390.915,346.006,361.290,302.854,318.309,272.795,297.642,280.731,247.838,241.287,225.934,216.331,195.673,209.294,183.293,177.335,150.400,156.368,136.035,140.080,116.243,87.330,91.695,83.335,71.812,65.207,75.011,71.011,50.007,55.008,37.536,43.474,33.860,22.147,23.003,24.003,11.001,10.001,6.810,6.601,3.590,3.000,2.000,2.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.61,9688.32, 14.3,749.9,1.000,3.93,7.46,778.3,ON,68.362,86.129,68.195,76.351,1.970,3.952998e+003,Long Term,MASIN,,,,,Normal Scan,
743,15/6/2020,08:26:59,27.5,100.9,39.6,6.88734e-008,1.85385e-005,,0.000,1.000,0.000,2.000,7.001,24.458,40.280,60.277,68.009,99.016,104.015,117.019,136.784,136.857,147.435,166.740,186.293,182.180,199.765,183.763,199.459,197.390,220.721,254.641,217.469,215.050,258.725,250.981,255.588,251.944,270.092,267.816,249.100,296.632,281.701,306.637,328.591,285.076,339.128,354.158,368.564,378.906,384.652,381.788,405.397,423.735,401.850,423.218,444.914,425.190,423.186,405.236,414.172,392.936,403.120,372.033,347.038,361.710,319.704,301.436,286.354,273.613,261.407,276.852,230.882,221.080,240.085,206.447,200.320,194.537,170.774,126.871,146.342,117.022,113.374,113.469,94.214,80.013,78.333,67.586,56.112,63.011,57.008,55.008,58.009,37.006,43.006,34.916,23.091,23.003,17.002,14.001,11.001,5.001,7.001,10.001,6.001,5.001,1.000,1.000,1.000,2.000,0.000,0.000,2.000,1.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.61,9686.54, 14.3,749.9,1.000,3.93,7.46,778.3,ON,62.587,80.553,62.746,82.047,2.007,4.367462e+003,Long Term,MASIN,,,,,Normal Scan,
744,15/6/2020,08:32:29,27.6,100.9,39.7,6.89025e-008,1.85433e-005,,4.000,0.000,2.000,2.000,9.001,21.002,35.004,32.005,38.004,71.009,57.522,87.499,77.011,103.520,125.519,119.019,115.018,132.967,151.084,162.475,176.303,186.363,178.904,196.143,212.305,206.411,215.427,221.308,240.344,242.337,232.530,252.863,266.795,280.395,262.837,293.226,302.086,331.381,317.187,361.502,357.220,355.514,394.794,388.148,424.167,400.555,388.913,393.044,404.309,395.302,404.276,397.437,382.053,354.928,350.197,353.495,355.725,296.235,305.512,263.849,291.990,232.553,269.910,228.705,233.723,203.007,222.002,195.540,168.687,195.243,166.628,133.661,137.396,119.027,110.606,109.017,107.519,86.514,91.018,82.617,64.834,67.686,56.904,61.658,55.357,52.540,41.473,25.003,31.004,23.003,18.002,19.003,15.002,7.001,10.001,6.001,6.001,2.000,3.000,2.000,1.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.61,9688.32, 14.3,749.9,1.000,3.93,7.46,778.3,ON,65.838,84.498,66.343,71.050,1.985,3.978358e+003,Long Term,MASIN,,,,,Normal Scan,
745,15/6/2020,08:37:59,27.5,100.9,39.7,6.88734e-008,1.85385e-005,,0.000,4.000,0.000,8.001,14.002,18.003,41.371,40.779,62.870,90.266,76.758,101.770,106.260,117.612,120.674,140.779,148.975,164.191,163.837,171.240,173.890,170.216,176.875,194.038,213.470,223.347,227.557,237.413,248.635,256.893,282.305,281.356,306.169,327.512,306.586,346.867,312.443,319.021,357.592,352.239,357.556,415.557,384.535,415.683,436.392,418.293,439.885,381.864,431.069,440.808,433.155,387.331,384.661,411.750,409.309,381.037,392.672,318.280,327.502,305.651,317.726,305.056,255.412,251.977,212.787,215.872,220.284,197.271,184.127,170.834,173.619,151.520,168.402,132.352,140.167,121.429,119.897,97.739,96.338,100.698,75.012,66.197,68.822,61.009,53.007,36.197,44.814,41.005,42.007,18.002,23.497,15.508,14.002,12.001,5.438,3.563,3.000,2.000,3.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.61,9686.54, 14.3,749.9,1.000,3.93,7.46,778.3,ON,64.946,83.711,65.472,71.050,1.999,4.308782e+003,Long Term,MASIN,,,,,Normal Scan,
746,15/6/2020,08:43:29,27.5,100.9,39.9,6.88734e-008,1.85385e-005,,3.000,0.000,0.000,4.000,6.415,13.587,19.002,38.005,46.006,50.006,60.007,62.008,72.010,92.014,92.504,97.949,98.595,127.076,113.880,133.229,134.898,148.027,182.139,178.507,171.455,172.033,216.054,200.624,234.478,224.048,232.266,253.856,279.433,268.367,288.400,309.613,320.392,301.806,350.601,338.118,392.683,416.150,406.748,415.415,419.582,423.217,428.231,395.179,424.819,456.724,417.136,394.839,399.178,381.536,377.471,381.040,361.653,344.489,328.917,281.041,326.884,261.584,243.712,292.854,237.891,242.165,235.021,214.207,195.546,207.542,197.784,173.373,157.399,130.419,135.800,116.920,121.421,98.017,87.655,95.272,65.146,63.977,69.009,57.008,59.009,44.005,49.698,40.315,25.003,29.003,19.002,12.389,16.614,13.002,6.001,10.001,6.001,0.000,7.001,2.000,1.000,2.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.61,9686.54, 14.3,749.9,1.000,3.93,7.46,778.3,ON,69.706,88.632,70.234,63.780,1.966,4.010301e+003,Long Term,MASIN,,,,,Normal Scan,
747,15/6/2020,08:48:59,27.6,100.9,40.0,6.89025e-008,1.85433e-005,,2.000,0.000,0.000,2.000,5.001,7.001,9.001,21.003,21.002,32.004,35.004,35.004,60.007,60.008,48.006,61.008,77.011,82.012,101.906,108.657,106.427,143.321,126.784,123.480,125.559,152.029,163.178,199.602,191.192,200.091,193.645,226.862,220.773,235.453,249.752,301.087,293.395,322.644,337.981,328.923,359.752,351.254,354.670,401.261,383.105,400.508,407.067,406.302,390.275,375.214,395.430,372.020,359.367,350.806,367.128,350.192,328.654,334.385,295.007,322.558,244.773,288.084,239.061,243.871,215.061,231.830,222.176,204.315,197.253,185.293,175.333,153.368,170.838,119.153,125.061,107.982,100.596,78.839,72.604,86.664,83.361,58.009,62.871,52.145,48.006,46.557,44.456,33.878,14.128,21.002,24.003,20.002,17.002,10.001,11.001,5.001,4.001,4.001,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.326,0.00,11.61,9688.32, 14.3,749.9,1.000,3.93,7.46,779.7,ON,72.959,91.518,73.843,68.539,1.916,3.547825e+003,Long Term,MASIN,,,,,Normal Scan,
748,15/6/2020,08:54:29,27.6,100.9,40.2,6.89025e-008,1.85433e-005,,2.000,1.000,0.000,1.000,8.001,10.001,15.321,20.683,21.714,28.292,44.519,49.171,45.327,61.008,61.008,71.010,86.012,79.012,90.012,85.011,95.014,108.015,119.985,129.703,131.440,127.167,178.892,166.966,179.922,177.626,212.572,183.036,201.651,200.730,213.363,281.595,273.186,278.837,280.883,341.130,290.406,345.948,346.109,332.195,375.073,349.965,386.836,357.061,382.996,366.159,383.163,339.795,314.326,355.537,314.254,363.194,297.240,287.679,316.698,268.867,279.830,247.050,275.257,233.731,202.256,242.821,211.294,180.952,168.280,160.881,160.737,161.405,117.952,134.029,119.020,130.710,119.503,87.524,90.337,86.016,58.010,70.010,61.010,57.008,57.551,48.463,26.634,39.230,26.147,28.003,23.907,21.099,11.001,8.001,6.411,6.590,2.000,1.939,2.061,2.000,0.000,2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.60,9688.57, 14.3,749.9,1.000,3.93,7.46,778.3,ON,73.731,92.779,74.183,76.351,1.946,3.343078e+003,Long Term,MASIN,,,,,Normal Scan,
749,15/6/2020,08:59:59,27.6,100.9,40.3,6.89025e-008,1.85433e-005,,1.000,0.000,0.000,1.000,2.000,6.001,4.000,10.001,21.003,28.192,35.815,33.004,34.680,40.329,41.005,59.008,68.887,66.131,71.009,91.014,90.867,117.165,105.017,106.017,125.023,122.021,130.089,156.594,185.296,187.802,220.829,186.302,209.962,214.738,222.363,228.441,255.890,251.571,262.730,332.454,286.108,320.704,337.101,376.220,369.159,358.794,372.926,352.202,377.567,395.217,385.293,347.711,364.550,373.003,332.800,347.110,283.918,289.244,292.496,283.687,301.957,252.130,265.128,220.847,207.814,227.496,178.038,170.038,185.040,174.848,165.629,139.627,148.030,126.828,110.447,113.476,101.832,93.516,91.237,71.195,80.608,72.011,60.009,41.656,53.357,47.538,38.105,31.372,30.004,27.753,19.253,17.352,25.653,12.001,9.001,6.001,1.000,3.000,0.000,1.000,1.000,0.000,4.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.61,9688.32, 14.3,749.9,1.000,3.93,7.46,778.3,ON,75.931,94.892,76.643,68.539,1.912,3.235690e+003,Long Term,MASIN,,,,,Normal Scan,
750,15/6/2020,09:05:29,27.0,100.9,40.5,6.87281e-008,1.85148e-005,,3.000,1.000,1.000,1.000,4.000,5.001,6.001,13.001,16.002,15.002,16.002,28.003,43.006,38.004,43.005,35.004,60.519,54.496,54.007,67.179,78.842,83.011,96.014,104.018,110.897,116.139,120.021,130.187,151.587,170.956,204.844,208.073,192.228,227.379,249.880,259.989,252.967,266.914,275.501,329.217,343.789,331.012,340.669,370.647,394.621,364.250,369.839,345.635,385.128,379.737,358.246,413.366,403.658,364.320,341.620,309.531,318.659,299.872,327.534,304.819,268.353,258.625,218.869,225.622,238.515,203.156,194.332,176.147,191.213,171.545,182.576,168.792,143.370,141.394,119.381,102.862,93.081,107.500,70.345,76.739,71.533,58.725,63.399,51.102,61.915,34.005,43.007,36.004,36.529,28.478,17.002,17.002,18.002,6.001,2.000,5.001,5.001,3.000,1.000,3.000,2.000,2.000,2.000,1.000,1.000,0.000,2.000,0.000,1.000,0.000,300,8,50,1,3.000,0.327,0.00,11.62,9677.59, 14.3,749.9,1.000,3.93,7.46,777.9,ON,77.292,96.475,78.606,71.050,1.885,3.207708e+003,Long Term,MASIN,,,,,Normal Scan,
751,15/6/2020,09:10:59,26.5,100.9,40.7,6.85829e-008,1.84911e-005,,2.484,1.000,2.000,3.000,2.000,5.001,10.001,19.002,21.002,15.002,31.004,23.003,27.003,56.007,44.006,53.007,53.269,59.745,73.010,92.748,84.280,93.582,128.562,131.915,138.529,136.410,147.140,167.031,181.798,178.018,192.686,243.671,238.691,234.835,253.038,290.865,287.452,298.034,350.610,314.264,349.178,376.564,370.966,421.493,394.044,373.818,379.171,415.334,400.503,417.579,405.397,359.495,395.063,354.636,339.439,318.913,339.567,317.043,310.493,270.531,285.137,258.017,248.066,233.903,206.208,250.683,203.325,185.872,200.047,180.436,154.812,143.137,165.811,146.253,118.618,125.426,92.845,89.187,82.710,82.317,74.012,85.067,66.690,50.276,37.006,33.259,47.751,39.005,29.795,28.211,20.002,18.002,9.001,12.001,6.001,6.001,4.000,6.001,0.000,4.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,300,8,50,1,3.000,0.326,0.00,11.63,9668.63, 14.3,749.9,1.000,3.93,7.46,778.8,ON,74.606,93.790,76.162,68.539,1.892,3.440407e+003,Long Term,MASIN,,,,,Normal Scan,
752,15/6/2020,09:16:29,26.0,100.9,41.2,6.84376e-008,1.84674e-005,,6.001,1.000,4.000,1.000,4.000,6.001,7.001,22.003,27.003,25.429,25.576,45.006,45.006,49.119,46.893,60.008,53.006,84.013,74.855,83.734,79.445,85.640,97.035,114.369,128.591,121.014,150.883,142.614,178.031,184.347,196.371,224.689,241.583,275.277,258.460,279.072,282.854,293.002,329.068,334.152,342.685,388.751,353.490,371.603,437.668,379.284,401.887,404.420,398.857,421.586,364.584,402.612,378.206,375.708,337.431,339.584,311.342,312.193,306.430,288.687,261.302,291.511,263.781,245.276,245.383,234.454,219.921,224.304,172.979,200.697,176.471,153.245,130.729,144.817,143.478,98.987,128.821,96.015,94.017,75.012,75.916,69.601,79.518,67.884,50.133,58.008,46.620,43.155,36.241,30.516,25.490,15.002,18.002,13.001,10.001,9.001,7.001,1.000,4.000,0.000,2.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.325,0.00,11.63,9659.89, 14.3,749.9,1.000,3.93,7.46,779.7,ON,75.439,95.389,76.840,71.050,1.921,3.501261e+003,Long Term,MASIN,,,,,Normal Scan,
753,15/6/2020,09:21:59,25.7,100.9,41.7,6.83505e-008,1.84531e-005,,0.372,1.000,1.000,0.000,5.001,10.001,12.001,19.002,28.032,42.597,41.442,58.949,55.454,54.562,65.143,63.875,82.012,90.014,72.205,97.821,91.015,116.021,115.755,131.287,150.026,152.028,150.026,177.036,161.616,175.451,209.882,179.367,218.156,217.781,275.023,275.638,274.556,290.195,313.969,295.777,341.405,359.337,390.803,374.220,377.134,394.577,398.503,422.909,470.041,399.153,390.841,406.504,409.870,401.996,384.900,314.734,325.838,328.518,294.783,282.242,278.678,259.977,243.354,275.611,227.400,247.864,210.960,211.189,205.159,203.471,180.980,171.274,143.298,158.334,123.351,127.222,102.530,110.714,85.014,86.015,71.012,80.013,68.011,61.007,43.896,61.903,47.223,55.008,37.004,29.004,27.003,19.002,16.002,16.002,14.002,1.759,2.241,1.000,1.000,3.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,300,8,50,1,3.000,0.325,0.00,11.64,9654.73, 14.3,749.9,1.000,3.93,7.46,779.5,ON,75.379,94.326,75.468,82.047,1.945,3.592219e+003,Long Term,MASIN,,,,,Normal Scan,
754,15/6/2020,09:27:29,25.4,100.9,42.3,6.82634e-008,1.84389e-005,,2.000,0.000,0.000,2.000,2.000,4.000,6.001,16.002,15.309,16.695,28.376,36.632,38.004,32.004,29.003,45.006,50.488,53.524,66.645,68.761,86.536,94.104,101.014,110.032,99.000,105.786,120.691,126.952,133.368,173.052,165.143,190.483,197.240,232.268,242.502,257.485,318.116,304.033,336.150,320.936,361.633,368.249,371.907,365.947,376.978,407.431,417.297,357.406,386.787,391.010,359.084,352.198,345.280,321.123,309.136,305.036,297.105,251.811,275.293,290.630,244.795,212.068,220.772,214.880,207.222,187.551,218.492,214.620,191.738,191.852,180.890,134.619,158.392,135.909,120.341,118.346,110.437,108.354,101.440,82.431,63.095,73.010,64.009,60.008,59.124,45.893,40.006,47.007,29.005,20.002,27.004,18.002,9.001,10.514,6.488,5.001,4.000,4.000,3.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.324,0.00,11.64,9649.33, 14.3,749.9,1.000,3.93,7.47,780.6,ON,75.594,96.315,78.240,76.351,1.892,3.235197e+003,Long Term,MASIN,,,,,Normal Scan,
755,15/6/2020,09:32:59,25.4,100.8,42.7,6.83311e-008,1.84389e-005,,2.259,1.000,3.000,2.000,1.000,4.000,8.001,12.002,23.003,23.768,29.238,43.004,39.004,36.004,52.299,50.715,64.242,64.775,73.011,89.114,74.909,82.898,101.131,93.014,119.210,120.832,153.385,173.677,155.364,173.081,206.708,233.716,243.330,222.997,272.564,313.677,297.133,301.669,372.837,336.132,370.607,383.950,411.586,383.367,388.536,428.640,380.847,432.169,409.847,385.465,389.615,362.596,363.827,329.318,346.692,352.813,291.896,298.419,303.598,260.636,264.079,260.808,247.831,221.417,230.010,194.060,194.991,226.866,177.526,182.349,177.245,184.698,132.370,159.811,124.249,148.031,118.877,91.160,122.290,96.753,72.266,77.407,73.362,62.172,72.847,47.697,54.166,46.158,37.005,32.004,21.002,19.002,15.002,11.002,10.001,5.001,4.000,2.000,1.000,2.000,2.000,3.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,300,8,50,1,3.000,0.324,0.00,11.63,9647.97, 14.3,749.9,1.000,3.93,7.47,780.5,ON,74.821,96.034,77.442,73.653,1.912,3.486748e+003,Long Term,MASIN,,,,,Normal Scan,
756,15/6/2020,09:38:29,25.3,100.8,43.4,6.83020e-008,1.84341e-005,,2.000,2.000,1.000,1.000,3.000,13.001,11.001,15.002,12.230,16.773,20.280,35.290,23.121,42.949,39.380,39.005,64.009,54.007,68.009,76.235,61.784,72.011,88.013,101.842,93.523,123.686,108.017,151.029,153.025,174.547,203.532,191.572,207.518,233.055,262.720,292.571,262.921,318.115,341.120,317.343,357.511,368.976,378.625,386.489,411.357,366.511,413.960,443.246,404.466,402.771,401.767,367.303,351.722,389.684,337.996,302.890,286.144,298.585,293.038,281.279,258.658,238.606,263.655,216.947,236.262,185.904,188.953,179.564,188.936,182.397,187.970,148.522,125.510,139.095,137.346,122.533,123.684,110.953,93.809,86.118,66.178,68.919,66.637,75.714,54.771,61.009,46.006,44.006,32.004,39.005,35.005,26.172,21.833,12.001,10.001,3.000,4.000,5.001,2.000,3.000,3.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.324,0.00,11.63,9646.17, 14.3,749.9,1.000,3.93,7.47,780.4,ON,76.759,97.636,79.016,79.148,1.900,3.348816e+003,Long Term,MASIN,,,,,Normal Scan,
757,15/6/2020,09:43:59,25.3,100.8,43.8,6.83020e-008,1.84341e-005,,2.000,1.000,0.000,1.000,3.000,5.001,10.001,14.001,27.003,19.002,23.280,35.727,49.687,41.948,60.385,58.008,55.349,59.667,61.008,65.233,66.784,84.013,100.015,92.014,122.690,118.350,146.537,111.665,148.865,140.052,159.003,193.169,206.949,238.246,204.802,225.076,275.153,279.994,275.100,338.347,335.818,384.428,394.221,400.338,371.234,392.805,350.549,388.245,404.751,390.437,350.599,328.711,337.690,337.296,287.320,300.627,268.133,264.517,225.996,253.722,212.451,237.054,223.969,216.346,216.854,194.909,204.185,184.336,170.739,144.573,168.491,156.033,132.252,135.318,124.513,125.365,99.213,90.411,107.083,87.015,86.357,80.669,49.007,64.009,52.008,57.009,34.818,25.190,32.005,32.004,18.358,14.646,16.002,8.001,8.001,8.001,5.001,1.000,2.000,1.000,2.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.324,0.00,11.63,9646.17, 14.3,749.9,1.000,3.93,7.47,780.4,ON,74.807,95.565,77.087,68.539,1.914,3.176199e+003,Long Term,MASIN,,,,,Normal Scan,
758,15/6/2020,09:49:29,25.2,100.9,44.0,6.82053e-008,1.84293e-005,,1.000,3.000,3.000,1.000,4.001,5.001,13.001,14.002,13.001,27.151,31.856,37.004,55.062,45.950,56.007,52.006,62.795,76.224,69.970,74.772,81.292,88.015,84.012,95.783,107.250,94.014,147.027,126.022,143.272,174.786,177.879,172.380,205.203,191.688,247.073,233.713,261.366,290.547,312.645,346.929,316.094,312.779,378.630,386.135,372.414,384.005,396.852,381.344,403.400,366.793,330.462,367.728,322.800,342.890,356.593,283.071,304.615,288.456,263.672,257.155,270.543,257.993,235.669,245.176,216.404,203.050,229.888,192.776,187.355,184.172,194.047,177.489,165.667,129.909,131.845,132.827,103.435,104.016,100.019,98.186,82.843,85.224,56.618,66.191,73.284,50.875,38.987,49.117,49.776,32.004,26.004,28.003,22.002,21.002,11.002,9.001,3.000,3.000,5.001,1.000,1.000,1.000,0.000,3.000,1.000,0.000,0.000,1.000,0.000,0.000,300,8,50,1,3.000,0.323,0.00,11.65,9645.96, 14.3,749.9,1.000,3.93,7.47,781.7,ON,76.821,98.822,78.847,68.539,1.949,3.312980e+003,Long Term,MASIN,,,,,Normal Scan,
759,15/6/2020,09:54:59,25.1,100.9,44.4,6.81763e-008,1.84246e-005,,5.001,2.000,0.000,2.000,0.000,7.001,6.001,23.003,29.003,40.005,42.006,43.005,38.005,44.005,67.809,47.605,56.410,56.206,70.008,72.012,72.010,66.009,83.012,101.015,93.959,96.070,115.396,131.498,168.596,150.611,165.029,184.907,216.742,202.069,223.588,230.787,262.294,275.665,291.272,289.894,337.583,355.953,339.768,355.724,401.220,364.949,383.214,418.444,367.562,349.619,366.965,369.769,345.109,372.122,343.115,353.225,331.251,328.940,279.001,245.288,259.529,256.842,248.280,249.444,220.136,243.946,219.049,189.019,209.183,196.122,173.858,164.036,149.034,145.090,137.676,115.315,117.024,116.412,96.627,81.252,85.503,82.285,75.012,65.120,60.899,45.190,51.825,39.005,39.005,26.003,32.004,26.003,8.001,19.002,10.001,6.001,2.000,3.000,5.001,2.000,2.000,3.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.324,0.00,11.65,9644.40, 14.3,749.9,1.000,3.93,7.47,780.3,ON,78.055,98.625,79.085,79.148,1.943,3.301460e+003,Long Term,MASIN,,,,,Normal Scan,
